Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/microphone_mgr_0_PDM_vector_full_STROBE,MyRtl_i/microphone_mgr_0_audio_data_vector_OUT[1023:0]
108,108,0,1,0110101100101010101100011011000111001010110001101100011100011100101011000110101010110001101100101001110010101001110011000110100111001100100110101010101011000110100111001100011011000110011100101010101001110010101001110001101100011010110001100111000111001010011100011011000110011011000111000111000110011100011100011010110001100110101100011001110001110010011010011100011100011001110001101010101010011100011001110001101010011100100111000101101010100111001001110001100110101001110001101010101001101010011100011010100110101010011100011001110001100110110001100110101001110001110001100110011100011001110001110001011001110010100110011010101010100110011100011001110001100110110001100110011001110010101001110000111100011010101001101100001111001001110001011001110001110001011001110001101010011100010110011100100110011011000110011001101010100111000110100111000101100111000110011100011010011100011001100111000110011100011010011100011001100111000110011100011010011010101001101010011100010110011100100111000101100111000110101001110001100110
109,109,0,1,1001110001100111001001100110101001110001100111000110011100011001101100011001101010101001110001100110101001110001110001100110011100100111000110011010100111001010011010011100011010100111000110011100011100011001110001101010100111001001101001110010011010101001110001110001100111000111001001101010011100011100011010011100110001011001110011001001100111000110101100011010101010100111001010101001110001101100011011000110011100110001101100011001110010101100011001110011000111000110011101001010011100011100101010100111001100011011000111001001110011000110101011001010101010110001110010101010110001110010101100100111001100011100101010110010101010110010101100011100101100101010110010101100011100110011001001110011001010110011000111001011001011001011001011001001111000100111010011001010110010110010110011000111100001110100110010110011000111010011001101001100011100110100110100101100011110001100110011001011001100110011010100110011001011001101001110000111001110001100101100110101010011001100110101001101001100110101001101001101001110001100
110,110,0,1,1100110011100011100011001100110101100011001100111001001110001100110101100011001101100011010011100101001110010011100011001110010110001101001110010101010110001101010110001110001110011000111000111001010101100011100110001110011000110110011001010101100011101001100011100110011001001110011010011001010011110001011001011001010110011010011001100110010101100110011100001110011100010110011000111100110000111001100110110001011001100110101001110001100110011001110001110001011001110001110001100111000110011100011100011001110010101010100111000110101100011100011011000111001010101001110011001100011001110011001100011011001001111000011100101100011100110011001010101100110011001010110011001100101100110011001100101100110011010011001100110100110011001101001100110011100011001100110101001101010011100011001100110101011000110011100011010011100101001110001110001101010101011000111000111000111001010110001110001110011001100011010110011000111001100110010110001110011001100110011000111001110000111010011001100110011001100110011001110001011001100110
111,111,0,1,1010011100011001100101101011000110011100100110011010101100011001101011000111000110110001101011000111001001110011001001110010101100011100110001110011001100101011001010110011001010110011001101001100110001110101001100110100110011001100110101001101010011001101001101100011001100111000110101100011001101010101100011011000110100111001100110001100111001100011100110001110011001010110001110011010011001011000111001100110101001100011110001011001100110011010100110101001100110011100011010011010100111000110011100101001110001110001100111010010100111000111001100101001110011001001110100110010101100011101001100110010110011001011001100110100110011100001110100110101001101010011001110001100111000110100111000110110001101010101010101011000111000111001010110001110011001011000111001100101100101100101100110011010011001011001100110011001110001100110011001110001100111000110011011000110011100100111000111000111000111001010101100011100011100110011001100011011000111100011001011000111010100110011010011001011001101010100110011100010110011100011
112,112,0,1,0110001100110100111001100100111000110011100110011000110110001110011001010110010110011000111010011001100110011001100110011010011001101001100111000110100110101001110001101010011100101001110010110001100111001100011100110011001010100111010011001100110010110001111000110011001101001100110011010100111000101100111001001110001101010011100011100101010110001101011000111001100110001110011001100011100110100110011001100110010110011010101001100111000101100110110001101010101001110001101100011011000111001100011100101011000111001100110011001100011100110100110100110011001011001110001100111000101101001110010100110101010100111001100011010110001110011000111001010110011001100011100111000011100110011100010110010110011100011010100111000101100111001010101010011100011100110001101100011100110010110001110011001100110010101100110101001100110011001100110101010100110100111000110100111001001110001110010101100011011000111001100110011000111001011001100111000011100110100110100110011100011001101010011011000110011100110001100111001010110001110100
113,113,0,1,1011000110110011001100101100110011001100110011100001111000110011001110001110001100111000111000111001001110001110011001010101100011101001100101100110001110110000111011000011110001100110101001110001100110110001110001101100011100101010110001110011000111010011001100110001110011011000011101001110001100110011010101001110010011100011011000110101010110011000111001100011100110100101100110001110101001110001010110011010101010011010100111001001101010101010101100100111001010110011000111001100101100110011001100101101001101001100111000110011010011100011100011001110010101010110010011100110001110011001100011101001100110011001100110011010011010011100011001100110110001110001110010011100101010101011001010110001111000011100110100110010110011001101010011010100110100111000110101010100111000111001100011100011100110010101011001100110010110011001100110100110011100011000111100110001101001110001110001110001110001110100101011001010101011001101001100110010101101010011010011100011001011011000110011100110001110001100111010011000111001100011
114,114,0,1,1001100110011001100110011001110000111010101001110001101010011010101100011100011011001010101011001011001011001100101011001100110011100010110011001110001100110101011000110011011000111001100011100011100110010110001110011010100110001110101001110000111100011001100111001100011001100111001100110001100111001100101100011110000111010011001011001100110011100011001101010011010101010011100011100011100101001110011001100100111010011001011000111100011001100110011010100111000110010111000111000111001001110010110001101011001100101011001011000111100011010011001100101100110110001100110101100011001101100100111001100011100011100110011001010110010110011001100110011010011011000011101010101010011100011100011010101100011100101011001011000111001100110011001100110011001100111000101100110101010100111001001101100011010101100101010110001110011001100110010011110001100110010110100111000101100111000111000110011100101001110011000111000111001100101011001100101011001100111000011101010011010011100010110011100110001100110011110000110101010110010110
115,115,0,1,0101011000111100010110011001100101100111000111000011101100011010011100110001100111000111001100110010011100110010110010110011001100110011010100110011010011100011001101010101100011010100111001100110001110010101011001011001100110011001100110011001101001110001100110101010011100011100011001110011001100100111000111001101001100011100110100110100110010110011100011001101010101001110001110001101010011101001100011011001011001001111000101100011110001100110011010011001101100001111001100011001110001110001110011000110110010101100101100101100101100110100110011001100110101001100111000110011100011100011011000110011100110011001001110011001010110010110011001100110100110011001101001101010100111000110011010110001101011000110110011000111001010110011001011001011001011001101100001110101001101001110001011010110001100111001010110001101010110010101100011110000111001100101100110011001100111000110010110011100011100011001101010110001110001101011001010110001110011001011000111010011010011001011001100110011010100111000110011010011100011100011
116,116,0,1,0110001101011001010011101001100100111001100110011001011001011001101010100110011001101010011100011001110010011011000110101100011100101100011100110010110001110100110011001100110010110011100011001011010101001110001101001110001110001101011000111001010110001110010110010110010110010110011001100110011001101001100111000110011001101001110011000110011001110011000111001011000110110010101100011110001001110101001100101100101100111000110011001101010011011000110011001110011000110101010101010110001110011000111001100101100101011001100110011001100101100111000110011001100111000110100110110001100111000111000111001010011100110010101001110011010011000110110011001100110011001100110011001100111000110011001101001110001101100011001100111001100101001110001110011000110110010110001110100110011001010101100110011010011010011001011001110001100110011100011010100111000110101001110010101010101010101011001001110100101011000111010011000111001101001100110011001011001100111000110011001100110110001100110011100110001100110011100110001110001110001110
117,117,0,1,0101100011100110001110011001100110010101100011101100010101100110011001110001100110011001101010100110110001100110011100101100011001110001110001110011001010101010101011001100011100110011001011000111100010110011000111100011001100110100110100110100110100111000110011001110010101001110001101010101100011001110011001100011100011010110011001010110010110001111000100111010100110010110010110011001110001100101100110100111000110011001110001100111000110101010011100011100011010110001110001110001110010110001110011000111001100011100110011001011001010110011001100110011010011000111100011001100110100110100111000101100110011100101001110001100110101010101010101010011100110001100111001100011100101010110001110011000111001100110011000110110011001100110011001010110011010011001100110011010011001100110100110101001100110110000111100100111000110011010011100110001100110100111001100101001101010110001110010100111010010101010110001110011000111001100110011000111001100101100011110001100101011001100110011010011001011001101001101001100111000101100
118,118,0,1,1100110011100011010101001101001101010011100011001110001110001101001110001110010100111000111000111000111000111001100011100100111001100100111001100101010101100101011001100011101001100101011000111100001111000011100110010110011010011001100110011001100110011001100111000101100110011001110001100110100111000011101100011001110001100110011100110000111100011010110001100110101011000110101010100111001010011100101010100111000111001010110001101011000111001100011100011100110001110010110001110011001100011010110011001100100111001110000110011110001010110010110001111000110001110011010011000111011000011100101100110100110011100001101100110011100010110011001100110011010100110011001101001101001100110100110100111000011110001100110011100011001101001101100001111001010011001101010011100011010011010100111000110011100011001110001110001100111000110101010011100011011000101101100011100011010101010100111001001110001101100011010101010101010101010011100110001100111001010100111001010101010101100011001110010110001110001101100011100101001110010101
119,119,0,1,0110001110001101011001001110011000110110001110001110011000110101100011100101010101011001010011100101100011011001001110011000111001010101100011010110001110011001010101001110011001001110010101100011011001010101100011100011100101100011100011100110010011100011100110001110001110010011100110010011100110001100111001100101010101011000110011101001100011001110010110001110001110001110011000110101010110001101011000111001001110010101010101010100111001100011010101010101010101011000110011100101010101100011001101100011100011100011100011010101010100111001010011010101100010110101100011010110001100110011100101001110001101010011100011001110001101001110001101001110001100111000110011010100111000110011010100111000110010110101001110001100111000101100110011100011001100110011100011001100110011100011000111100011010011001100110011001101010011001100110010110011010011010011001100110010110010110011001101001100110011001010110010110011010011000111010011001011001011001011000111010100101011001011000111001100110001110011001100011011001011001010
120,120,0,1,1011000111001100101010101100011011001100011010110001110011000110110001101100011100011100101010100111000111000111000110101100011001110010100111000110011011000110101010011010101010011010100110101001110001100110011010011100100110010110011100011001101001101001100110011001110000111010100110011001100101100110100110100101100101011001100110100110010011101001100110010110001110011001100101011001010101100101100011100110011000110101100011100110010101001110011000110110001110001110010100111001010011100011100011100011010101001110001110001100110101010100111000110100111000110011001101001110001100111000101100110011010100110100110011100001110011001101100001110011001100110100110010110011001010110011001100110010110010011110001010110001110011001100011100110001110010110001110011001001110011000111000110101100011100110001110001100110110010101010101001110001110001100110101010110001100110011100011011000101100110011100101001100110011001101001110001100101100110011001110001011001011001100110011010011001011001010110011001100110010110010011
121,121,0,1,1100010101001111000011100100111010011001010011100101011000111001001110011001001110010011100011100011100011011000110011100101001110001110001011001110010011010100111000110011001101010011100001111000110011001110001010110011010011010011001100110010101100111000011100110011001100110001110011001100101011000111010011001010101100011100101011000111001100011100101010100111001100011100011011000110101100011001110010100111001001101010011010110001011001110010011010100110011100011001100110011100011001100110100110100110011001011001101010011001100101011001101001100101100101100110001111000011100110010101011001100101010110010110001110001110100110001110001101011001010101010101100011100011011000110101010101100011001110010011010110001100110011100100111000110011001110001100111000110011001100110110001100011110001100111000101011001100110011001110000111010011001100101100110010110011001100011101001100110010110001110010110011000111001100110011000110011100110010101100100111001100011100011100011100110001100111001010101010101010101001110010
122,122,0,1,0111000110101001110001101010100111000110011100011001110001100110011100011001100111000110011001110001011001100110011100011001100101100110011010011001100111000011011001100110011001100110010110011001010110011001011001100011101001100101011000111001011001100100111001100110001110010011100110001110011000111000111001010101010101011000110110001101011000111001001110001101010101100011001101011000110100111001010011100001111001100011001100111000110100110101001110001100110011001110001100110101001100110100110100110011100001110101001100110100110011001100110011010011001100110001111000110010110011001010110011100001110010110011001100101100101011001100110001110011001100101011001010110010101011001100100111010011000110110010110001110001110100110001101011000111001010101011000111001100011001110011001001110010100111000111001010011100100111000111000111001001101010101010100111000111000110100111001001101010101010011100011001101001110010100111000110011001101010101010011010011100011001101001101010011100011001011010100110110001010110011100
123,123,0,1,0110011010100110100110011001100111000101100110011010011100010101100110011010100110011010011001100011110001100110100110011001011001011001110001011001100011110001100011110001011001100011110001011001011001100101100110011001100110001110100110011001100101011001011001100011101010011001100011011001100110011001001110101001100011100110001110100110010101100101100011100110100110001110001111000011011001010110011001010110001110011001100101010101100101010110010110010110001110001110100110011000110011101001100101010101100011100110010101011001001110011001100100111001010110001110011000111001100101010011101001100011011000111001011001010101100011100110001101100101011001001110100101010011100110011000110101100011100110001110011000111000111001100101011000110101011001011000111001100011010110011000111000111001100101010101010101100101100011011001010101100011100110010100111001100011100101100011100101010110001110011000111001010110010011100110001110011001001110010101100011100110010101001110100110001101100011100110011000111000111001011000
124,124,0,1,1110011001100011100101010110001110011001011000111001010110011000110110011000111001100110001110011000110110011001100011100011110000111000111001101001010110001110001111000011100110001110011001100011100110011001010101100101011001100011101001100101100011100110011001100101010101100110011001010110011001010110011001011001011001011001100101100110001111000011101001100101100011101001100111000011010101101001101001100101011001100110011001011001100110011001100110011001100110010110011001100110011001101001100110011001011001101001100110100110011001100110011001101001101001100110011001100111000101100110011001101001110001100101100110011100011001100110011011000110001111001001100111000110010110011100011010011100010110011010101010011001110001100110011100011010100110101010011010011100011001110001101001110001100111000110110001011010100111001011000101100110101011001001110001100110110001110001110001100111001100011001101011000111001001110001110001101100011100011100011100011100100111001100011010011100110010101010011100101100011011000111
125,125,0,1,0010110001110001110011001010011100110010011100110001110011000110110011000111001100101010110001110100101011000111001100110001110011001011000111001100110011001001110011001100110010110001110011001100110011001010110001111000110010100111100011001100101100011101010011001100101100110011001100110001111000110100110001110101001100110011100001101101001101010011001100110011010011010011001100110100110011100010110011001101001110001100110100110011010011100011001100110100111000110011100011001100110110001100110011100011100011001101100011001100111000110110001100111000111000110011100011010110001100110101100011100011010101010011100101001110001110010011100011011000110101100100111000111001010101010101010101010110001110010011100110010011100011100101100011100101010110001110010101100011100110010101010101100101011001001110011100001100110110011001100110010100111001101001100011100011101001100110010101100011110000111001100101100110010110010110001111000110011000111001101001100110001110101001100101011001101001101001100011100111000101011001
126,126,0,1,1001110000111010011001100110101001100110001111000110011100010101100110011100010110011010100110011001110001011001100110110001011001100111001001100110011001110001100110110000111100100110011100011001100111000110100111000110011010101001110001100110100111001001101010101001101010011100011010101001101100011001110010011010101100011001100111001100011100011001101010101100011011000110011100011100101010100111001001110010011100100111000111001010011100100111001011000110011100110010100111000111001010101100011010101100101010101010110001110011000111000110110010110010100111001100011100110001110001110011001100011100011100110010011101001100011011001010110001111000011011000111001100110011000111001001111000100111001100110001110100110001110011001011000111010100110001110010110010110011001011001100101010110011001100110011001010101100110011001100101011001100110100110001110011001100110011010010110010110010110011010011001100101100110011001100110011001100110011001100101101001100110011010011001100110010110011010011010011001100110011010011
127,127,0,1,0011001100110100110100110011001100110100110011010100110011001101001101001100110011100010110011001101010011010100110011001110001011001100110101010011010011100001110101010100110011100001111001001101001100111000110011001100111001001110000111010101010011100011001011010101001110001101001101001110001100110011100011010101001101001110001101001100111001001101100001111000111000110110000111100101001110001100111000110011100011100011001110001101010011100011100011001101100011001110001110010011010101001110001110001100110101100011100011001110011000101100111001100011001110001110010011100011010011100110001100110110001101011000111000110101010101100011001110010101001110010101010101001110010011100011100101010100111001010100111001010011100110001101010101010101011000111000111001001110010101010101010110001110001110001110011000110101100011100011100011100110011000110011100011100110010101010101011000110110010101100011100011100101100011100101100011100011100110001110010101011000111001100011100110001101100011100110011000111001010101100011
128,128,0,1,1001100011100110011000110101011001100110001101100101100011100110011000111001100011100110001110100110001101100110010011101010010101100011100101011001100110001110011001011001010101100110001110100110011000111000111100010101011001011001010110011001100101010110011001100101100011100111000011100110001110011010100101100011100110011001100110011000111001101001100101100110001111000101100011110000111010100110010101100110011001011001100110011010011001010110011001101001100101100110011001100110011001100011110010011001100110001110100111000101100101100110011001110000111010100110011001100110011001100111000101011001100111000101100110011001101001110000111100010101100111000110011001100111000101100101101001110010011001011001101001110001100011110010100110101001100101100111000110100110100110101001101001101010011001110001100110011010101010011001110001100110100111000110011010101001101001110001100111000110011100011001101001110010100110100111000110100110110001100110101010110001011001110011000110011010011100100111001001101010100111000111
129,129,0,1,0001101010101010011100100111000111000110011100110001101001110010101010011100101001110010101010100111000111001100011010101010100111001100110001100110110001110011001010100111001010101100011100011100110001110010101100011011001010110001110010101100101010110010011100110011000111001010101100101100011100110011000111001100101011000111001100110011000111001100101011001011001100011101001100101100101011001100101100110010110001111000110010011101010011001011001100101100110010110011100001110011001100110100110011001100101100110011100010110010110011010011010011001101001100111000011100111000110011001110001011001100110101010011100010101100111000111000110011001100110110001100110101010011100011001101011000011110010101001101100010110101010101011000101101010011100110001101001110001110001100111001100101001101010101100011010101100011011000111001100011011000111000111001100011100011100110001110010110001110010110001110011001011000111001010110010110010110001110100110001110100101100101100011101001100110010110010110011000111100011001010101
130,130,0,1,1001110001001111000110010011110010011001100110010110011001110001100110011001100110100111000110010110011010101001110001011001101100010110011100011100011001100111000110101100010110100111001100011001100111001010101010100111000111000111000111000111000111001010011100101011000110110001110011000111001001110011001100011100011100110011000110110011001011000111100001101100110010101100110010110011001100101100110001111000110011001001111001001100110010110011001100111000110010110011010011100010110011010011010100111000110011001101001110001110001100110101010011100011010011100101001110001101010100111001100011001110011000110011100110010101010101010101100101001110011001100101010101011000111001101001100011100101100101100110011000111010011001100110011001100011110001011001100110011001101010011001100110011010011010100110100110100110100110101010011010100110110001100110011011001010100111000110011100110001011011001001110010101100011010110001101100101100011100101011001010101011001011001100011100110001111000011100110011001100110001111000
131,131,0,1,0111010011001100110100110011001100110011100010110011001100111001001100110100111000110011010101001110001100111000110110001101010011100101010101001110011000110011100110001110011000111001010101011001010110010110010101100011110001010110010101100110011001100110011001011001101001101001100110011001110001100101100110110001100110011100011100011001100111001010100110101100011010011100110001100111001100101001110010110001101100101100011100110010110001110011010011000111001100110010110011001100110011001100110100110011001101001110000111011000110001111010010011010011010011100011001110011000101101100011010110001110010101001110011001010101010101100011101001011001010101100101100101100110011001100101100101100110011010100110011001011001110001100110011100011001011011000110011100011010011100100111000110101011000110011100110001110010100111001100110001101100110001110011001011001011001011001100110011001011001100110100110011001101001100110101001101001101010011010100111000110011010101011000110011100101100011001110001110011001100011010011
132,132,0,1,1010011001100011100101011001011001100110010110011001011001101001101001100110011001100110101010100110011100010110101001110001110001110001100111000111001001110011001001110010011100110010110001110010110011001010101100110100110011000111010011010011100001110011010011100011001100110101011000101011011000110101100011001110010110001100111001100101001110011001010110001110010110010110011001011001100101100110011001100110011001110001011001100110101010011100010110100111001001110001100111001010100111001100011010110001110011000111001100011100110011001100101001111000110011001010110100110100110100110011010011010100110110001011001101100011011000111000110011100110001110001110011000110110010110010110001110011010011001001111000110010110011001100110011100010110011100010110011100101001101010011100011010100111001100011100011011000111001100011100110011000111001010110011010011001010110011010011001101001100110011010100110101001101010011100011001110010011011000111000110110001110011000111000111001100110010101011001100011110000111100010011
133,133,0,1,1100011001100110011100011000111100110001100110011001110100101001100111001100011011000110110010110001110011000111001100110011001100011100110100110011100001110011010011100011001100111000110011011000110011100101100011001101100011100110010011100110010101010110011001011001011001100110011001011001110001011001100110101010011010100111000101101010110001101010101100011010101100011100110011000110110010110010101100110011001100110100101100110011001100111000110100110100111000110011001110011001001100111001100011001111000011010101100101011001100101100101011001100110100110011001100110011001101100011001100110011100101010100111000110101011000110101100011100110001110011001011000111001100110100110010110010110011001110001100101100111001001101001110001101001110001101100011100011100011100110010101010101100101100101100101100110011001011001100110101001100110011010011100011001100111001010011010110001101010101010110001110010110001110010110011000111001101001100101100110001111001001100110100110100110011100011001110001101100011001110010101
134,134,0,1,0101100011011001010101100101100011100110100110010101100110011001100110011010100110100110011100011010011010011100101010011100011100101001110011000111001100011100110010110011001011001011001100110100110100110011001110001100101101011000110100111001010011100011011000111001100011100011100110011001100011100110011001100110010110011100001111000110100110011100011001110001101100011001101100101010110001110001110010110011000111001100110011001100011100111000101100110100110011100011001100111000110101010101001110001110001110011000110101100101011001011000111010011001100110010110010110011010101001100110100110100111000110100111000110101100011001110011001010101010101100101011001011001011001010110100110011001100110100110100110011010011010101001110001101001110010100111000111001011000110110001110100110001110011001100110011000111010011010100110011010011001101001110001101001110001101010011100110001101010101100011100101100101100011100110011001100110010101100110101001100110100110100110101001101010100111000110101011000110101011000111001
135,135,0,1,0101100011100110100101100011100110011001100110011001101001101010011001101001101010100111000110011100110001100111001100011010110001111000011100011100110100110001111000011101010011001110000111010011100011010011100011001110010100111000110110010011100110010011100110010110001110011010011001100101011001100110110001010110011100011001110001101010011100011011000110101100011100011100110011000111000111001101001100110010101011001110001011001101001100111000110011010100111000110110001100110110011000110101100011100110010101100011100111000011010110011100010110011001011001110001101001101010011100010110101010110001100111001100100111001011000110110010101100110011000111010011001101001100101100110011001110001101001100111000111000110011010110001101010110010011100110001110010110001110011001100110010110010110011001100110100110100110100110011100011001110001100111000111000111000111000111001100011011000111001100110011000111001100101100110011010011010011001011001101010100111000101101001110010100111000110101100011010101100110001101011001
136,136,0,1,0110011000111001100110011001100110010110011001101001110001100011110010110000111100011100011010101010101100011011000111001010110001110011001100101011000111100010110010110011001100111000101100110100111000110011001110001110001110001100111001010101010110001110010110001110011001010110011000111001110001100011100110011011000101100101100111001001110001011010011100101010011011000111000111000111001011001001110011001100101010110010110011001100110010110011010011010100110011001101001110001101001101010101010011100011100011011000111001100011010110010110001110100101100101011001100101100110011001100111000100111100011100001111000110011100100110011100101001101100011001110011001010101001110011001011000110110011001100110001110011001101001100110011001100110011001110001100110011100011001110001101010011100100111000111000111000111001100011100011100110010110010101100011101010011001011001011001100110011010100110011001101010011010011100011001100111001001110001110001101011000110011100110011001001110001110011001010110001110101001100101011
137,137,0,1,0011001011001100110101001100110011001110001100101101010101010011100011001110001110001110001101010110001110010101010110010101011000111001100110011001001110011010011001100110001111000110011001100101101001110010011001100110101001110001101010100110101011000110011100101100011001110100101011000110101100101100101100011100110011001100110001110011100010011110001100011110010011001100110011100011001100111000110011100011100011001110001101010101100011100011010110001110010101100011100110001110011000111001101001010110010110010110001111000110100110010110010110011010101001100110011100010110011100011010011100011001101010101010101010011100011100011100011100011100110001101001111000011100101010101011001100101100011100110011001101001001110100110011001100110011001100110011001110000111100011001100110110001011001101010011100011100011001100110110001110010011011000110101001110011000110110001101011001010101100011100101100011100110010011110000110110010110011001011000111010100110011000111001110001011000111100011001100110010110101001101001
138,138,0,1,1010011100001110101001110001100110110000111100101010011010100111000110101011000101101011000110110001110001110001101100101001110010110001110001110010110010011100110011000110101100110001110100110010101010110011001100011101001100110010110010110010110011010011001100110010110011001101001100110100110011001100110100110101001100110100110011010101001100110110000111100011100011001100111000111000110011001110011000110010110110001110010011100011010011100100111001010011100011100100111000111001010101010100111001100100111001010101100011010110010110001110010101011001010110001110010110001110011001100011100101100101011001001111000011100110011000111001100101100110001110011010011001001111000011100110011001100110001110011100001110011001100110011001011001100110011001011001100110011001101001100110011000111100010110011001110000111001101010011001100110011001011010011100010101100110100110100110011001101001101001100110011010011001101010011001100110100110100110011010011010011010011001101001100111000101100110011010011100011001011001110001
139,139,0,1,0110011100011001011001101010101001100110011001101010100110011001110001010110011100011001100111000101100110011010101001100110011001101010011010011010011001100110100110100110011100001110101001101010011001100110011001101001101010011001100110011001011010011100011000111010100110011010011001100110011001100110011001100110101001100011101001100110100110100110001110011001100110100110011001100101011001100101100110011001100110010110010110010101100110100101100011100111000011010110011000111100010101001111000011100110001110011001011000111001100011100110010110001110001110011001010101010110001110011000110110001110010101011000110110001110001110010100111001010101010011100100111000110110001101010101001110001110001100111000111000110011010100111001001101001110001100110011001110001101010100110011010011001110001010110011100011001100110011001101001101001100101011001100110100110011001100101100101100110001111000101010101100110011001011000111000111100010011100101100011100110001110010101010110001101100101010011100110001101100011001110010
140,140,0,1,0111000111000111000110011010101010100111000110011001110001101001110000111100011010011010011001100110011100001111000011101010011001100101100110010110010110011001100110001110011001100011100110001110011001100011010110001110010110001110001110010011100011100011100011100011010011100100110011100101001100110101001110001100110011001101010011100010011110001100110011010011000111010100110010101100110011001010110010101100110010101100011100110001110010101100011011001010101010011100101010101010011011000110100111000110101001110001100110011010101001100111000101100110011001100111000011100111000011100110011001010110011001100011100110011000111001100011011001011000110110001110001110010101001110010100110110001100110011100101010011010011001110001100110011001101010011010011001011001100110011001100011110001100011100110001110100110001110010101100100111001100011100101001110001110010100111000111000110011010101010011100011001101010011001101010011010011001100110011001100110011001100110010101100110010110001110100110010101010101100011100101
141,141,0,1,0101100011100011100011100011010101011000110011001101010110001100110011001110001100110011010011001100110011001100110100101011001011001011001100011100110011001100010111001010110001110011000111000110011100011100100111000110011100011001101010100110100110100110011011000011011001110001100011100110100110011001010101100011110000111001010110001110010101011000110101100011100011100011011000110011010101001110001101100001110011100011010011001101001100110011001100101100110011001100110001110011001100101100011100011100110011000110011100110010011100011010101010101001110001101001110001100110101001110001001111001010011001011001100110011001101001100011100110011001100011100110010101100011100101100011100100111001010110001100111001010011011000110011011000110011010011100011001100110100110011100010101011001110001010101100110011001100011101001100110001101001111000101011000110011100110010100111000111000111000110011100011011000110011001101100011001100110011100010110011001101001100110011001011001100101100101100110010101011001011001010110
142,142,0,1,0011100011100110001101011000111000110110001100111001010011100011001100110110001100110011100011001100110011001100110100110011001100110010101100110010101100110010110001110011001011000110101100101010101010110001100111001100011100011001100111001001110001100110100111000101100111000110001111001001100110001111000110010110001111000101011001011001010101100110010101010101100110001101011000111000111001010101001110010100111000110011011000110011010101010011010100110011001110001100101100110011001110001011000111010011010011001010011110001100011011001100011100110011000111000111001100011010101100011100011100011100011011000110011010110001100110101100010110011011000110001111001010011010011001011001100110100110011001100110010101100110011001100110001110011001010011110001010011100110010101001110011001001110010101001110010011100100111000111000110011100011100011001101010100111000110011001100111000110011010100110010110011010100110011001100110001111000110011000111001100110100110001110001111000100111001100011100110011000110011110000110
143,143,0,1,0111001100101001110001110010101001110001110001101010101010100111000110011011000110011010101001101001110001100110011010011010011010100110011001100110011001100111000011100110011010011001011000111011000011100011110000111001100110001110010110010110001110100101001110011001010110001100111001100110001101100011001110010101011000110101001110010101001110001101001110001101010100111000110011010101001110001011001110001100111000011110001101001100111000011101010011001101001101001100101100110010110100110100110010110011001010110011010011001011000111001110000110110010110011000111001101001010101011000111001100110001110010101010110011000110110001110011001001110010011100110001101011000110101011000111001001110010011100011011000110011100101010101001101100011001101100011010101010011010101001110001100110110001011001110010100110011011000011110001110001100110010110101011000101100110011001110001100110011010100110011001100110100110100110100110011001100101100110110000111001101001100110100110001111000101100110011001011001100110011010011000
144,144,0,1,1111000011100110011001100110011001010110011001011001100101011001100110011001010110010101100110011001011000111001100110011001011000111001100101100011101001100110001101100011110001010101100011100110001110100110010011100110011000111000111001100110010101010110001110011001100011100101010110010110001110001110100110010101010100111010011001001110010110001110011001001110010110010101010110001110011001100011001110011010010101001110011001001110011001001110011001010110001100111100001110010101011000111001010110001110011001010101011000111001011000111001100101001110011001100011100011100110010101010101100110001110001110100110010011100110001110010110001110011001100101010011100110100110001100111001110000110110001110100110001110010110001110100110010101010110011001001111000011100110010101011001100100111100010110001110011001100101011001011001100101100101100110001110100111000011010101101001100110011001100011100110100110100110001110011001100110100110011001100110010110011001011010011010011001100110011010011001100101100111000101100110
145,145,0,1,0110011100011001011001101001110001100011110010011010011001110001100011110010100110110000111010110001100110011001110010100111000110011001110001101100011001100111001010101010011010101010011100011100011100011010011100101100011001110010101100011010011100110011000110011011001011000111001010101100101001110011001100011100101001111000011100011101001100101010110001110100110011001001111000101010110010110011001100110011001100101100110011001100110011001100110100110100110011001100101101010100110100110011100011000111100101010011001101010011010110001011001110001101100011001110001101010101001110010101010011100011011000111000111001001110011000110110001110010101100011100101011001010110001110100110001101100101100110011000111001100110011001100101100011110001011001100110011000111100011100001110011010011100001110101010011010100110011001110001101010011001110001110001011001110010101001110010011100011001110001110011000111000110101010110001110011000111001001110100101011000111001100101010110011001010110011001100100111100011001011000111
146,146,0,1,1000110011001011001100111000101100110011001110001100110011100010110011100100110100110110001100110101010101010110001100110101010110001110010101100011010011110000110100111100001110001110011001100100111010011001100011100110100110011000111100010110001111001001100110011010011001100110101010011001101100010110011011000110011100100111000110011100011100011100101010011100101010101100011100011100110011000111001010101100110010110010101100110011001100101011001101001100110100110011001100110011010100110101001101001110001100110011100011010110001100111000110110001110010011100101010101010110001110001110100110010101010110010110001110110000110110011001100110011001100110011001101001101010011001100110100111000110011010101001110010011010011100101001110001110001110010101010101100011100101011001011000111001100110010110001111000011101001100110011001100110011001100111000110011001101010011100011001100111000111001001101010101010101001110011000110110001110010110001110011001010011110001010110010110010110011001011001100111000110001110101010
