Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/microphone_mgr_0_PDM_vector_full_STROBE,MyRtl_i/microphone_mgr_0_audio_data_vector_OUT[1023:0]
372,372,0,1,1001100111000101011001110001100110010110011010100110011001100110011001100110001111000110010101100110011001100011100110100110011000111001011001011000111010011001100011011001011000111001100110001101011000111010011000111000110101100011100110010110001100111000111001100101010100111000111001011000110011011000111001010101010101001110001110001110001101010101010011100101010011100011010101010011100011011000110011011000110110001100111000111000110100111000111000110011100011010110001100111000110011100101010100110101001110001110001101010100111000110101001110010011100100110011100100111000111000110011100011100011100011011000110100111001001110001110010011100011001110011001001110001100111001100011010011100110010011100100110101100011100101100011001110011001010101010101011000111001010101100011100101010110010101100011100011101001100100111001011001001110100110010101011000111001101001100011100011110001011000111001100110011001010110011001100110011001011001011001100110011001110000111001100110100110011001101001100110101001100110011001
373,373,0,1,1001101011000101100110100111000110011001110010011001110001101001101100011001110001110001101010101010101010100111001100011010101001110100110001101010011101010010100111001100101010110010110001110100110011001100011100110011001100110011001100110011001100110011100001111000110011010011010011010101001110001011001110001110010011100011001110001110010101010101010101010110001110011000111001011000111001100110010101100101100110001111000110010101100110100110011100010101100110011100100110011100011001100110110001101011000110011100101010011100110001101011000111001100011100110011000110110011001100110011001011001010110011100011001100110011001110001100101101010101010011100011001110010011100011100100111001010011100110011000110110001110100110011000111001101001100110010101100110101010011001101001101010011010011010101010101001110001101011000110110010011100101100011100110010110001110011010011001010110011001101001100110100110100110011100011001101010101001110001101100011100011100011100110001110010101100110001110011010011001011001011001
374,374,0,1,1010011010011010011010011010100110101100010110101100011100011011001010101010110010101100101100011101001100110011001100101100110011010101001100111000110011010101001110010100111000111000111001100011100011101001100101011001010110011001101001100110100110011010011010101001101001110001110001101010101010101100101010110001110010110011001011000111100010110011001100110100110100110100111000110011100011010011100110001110001101010110011000111001100110010101011001101001100110011001101010011001101010011010100111000111000110110001101010110010110001110010011110001100011100110011001100110011100001110101010011010101001110001100110110001101100011100110001110001110011001100011100110011001100110011001100101101010011100011001100110101010101001110010101001110010101010110001110010110011001010110010110011001100110011010011010011001100111000110011011000110011100101010011100011100110001110010101100011101001100101011001011001101001101001100110011001101001110001100111000110110001011010110010011100101100011010110010110001110100110010011101
375,375,0,1,0100110011001010110011100010110011001110001100110110001100110011011000111000111001010011100011100110001110010101011001010110011000111010011010011001010110011001100110101001101001100110011100011001101100011001101010101011000110011011001010100111001100110001100111001100110010101100011100110100110001110011100001110011001100110100110011100010011110010011001110001100110100111000110011100011100011010101010100111001010101010101010110001110010110001110010101100110001110011000111100001110011001100110011000111010011010011001101001100101100110101001101010011001100111000110011010100111000110101001101010101001110001110010011010101011000110101011000111001001110011000111001011000110110011000111001100101011000111010100110001101100110011001011001100110010110011001100110011001100110011001100110011100011000111100011001100110100110110001010110011100100110100110101001100111001001100111000110011100011010101001110001101001110010101001101010101010101010100111001010100111001010100111001010011100110001101011000110101100101010101011000
376,376,0,1,1110001110011001001110010101100011100101100100111001100011100110010101010110001110011001100100111001100011100110011001001110011001100100111001100110011000110110011000111010011001100011100101100110001110011001100110010101011000111100001110011001100101010110010110011000111010011001100011100110011001010101100110010101100110010110001110100110011000111001100101011001100011101001100110001110010110001110100110011001001110011001100011100110011001010011101001100100111001100110010011100110011000111001010110001110100101100011011000111001101001010011100100111010011000110011100110011001001110001101100011101001001110010011100100111001100011010101010101100011010110001101010011100110001101001110001110001110001100111000110101100011001101011000110011001110010100111000101100111000110011100011001110001100101100111000111000101100110011001101100001111000110011001100110011001110001010110010110011100011000111001100110100110100101011000111010100110010101100110001110100110011000111001011001010110010101100101011001001110011001100011100
377,377,0,1,0110101100101100011011001001110010101001110011000110100111000111001010011100011010101001110001101010100110110001011001110010100110100110100111000101100110011100011001101001100110101001100110010110011001110000111010011010010110010110011001100101100101100110001111000100111001100110010101011000111001100110001110001110011000111001100011010011110000110011100011100101100011001101011000111000111000110011100100110101001110001100111000110011100011001101001101010011100010110011001101010100110011001100110011100010101100110011001100110101001011000111010011001110000110011110001100011100110011001100011100110010110001110011001100011100011100110010110001110001110011000111000111000111001100011100011100011100011011000111000110110001101010101010101010011100011100011001101011000110011100011100011001100111001001101010100110011100011010011100001111000111000110011001100111000110011010100110100110011010011010011011000011100110101001101010011001100110011100010110011001011010100111000101011001100110011100011001100011110001101001100110
378,378,0,1,0110011001100110011100010110010110011011000011101001100110100110011010011001100110011010011001101001100110011010011010011001100110011010011100001110101001110000111010100110100110100110011010011100010110011001101010011100010110011001110001101001101010011001101010011100011001100110011100110000111010110001100110011100100111000101100111001100011001011010110001110001101001110001110001101010100111001100010110011100110010101001101011000110101100011100011100101010101010110001110001110011000111000111001100101010101011001001111000011010110010110011000111001011001100011110000111001100101100110010101100110011001101001100100111100011001100110100110011001011001101010011100010110011001101001110001100110101010100110011010101010011100011100011001101100011011000110110001101100011100011100011100110010110001100111010011001010101011001011001100011101001100110010110001111000110010110011001100110100110011100010110011001101010100110101001110001100110101100011001110001101100011100011100011100101010110001101100101011001100011011001100
379,379,0,1,1100110001110011001101001100011110001100101100110011100010110011010101001101010011010100111000110101010100111001010011100101010101010110001110010110010101011001011001011001011001100110001111000110011001011001101100001110110001011001110010011010011100100111000110011100101010110001110010011100110010110010011100110011001100110001110101001100110001111001001101001101001100111000110011010101010101010011100100111001100011001110100101100011100110001110100110011001011001011001100111000011110001100110011100011001110001100111000111000111001001110010011100110011000110101100101100110011001011001100101100110101001100110011100011001100110101100011001110001110001110011000110011100110010101100110001110011001100110011000111100011001100111000101100110011100011100011001110010011100100111001010101010110010110001110011001011001100101011010011001101010011001100110011010101010011100011010100111001010101010011100110010110001110001111000011100110011001100110100110010110011100011001100111001001101010100111001001110010101010101100011100
380,380,0,1,1011001100011101001100110011001011001100110011100011001100111000110011100011010110001101010110001101100100111100001101100110010101100110011001100110011001101010011010011100010110011100011100011100100111000111000111010010101011000111001100110011001100110011000111100100110011001110001100110100111001010011100011100011010110010101011001010011110000111001100110011001100011101010011100011000111100011100011001110001101001110001110010101100011001110011001100101100011100101100110001111001001100100111100100110100110011001110001100111000111000110011100011100101010110001101100100111010011001010101100011110001011001011001011010011010100110011001101010011001110001101010011100011010011100110001100111001100011011001011000110110011001100011100110011001011001011001100111000011100110101001100110100110101001100111000110100111000110101001101100100111000111000110110010011100110011000110100111100010101010110011001010110011001100101100110011001100110100110011001100110101001100110101010011001110001100110101001110010100111000110011100
381,381,0,1,1100011001110010101100011100011100101010110010110001110011001100011100101100101100110010110011001100110010110011001100110100110011001100110110000111001110001100110101010011010011010100111000110100111000111000110011011000111000111000111000111000111001001110011000111000110110010101100101011000111001100101001111000011100110010110001110011001100110011001011000111010011100001110011001100110010110100110011010011001100110100110011001100110100111000101100110011001110010011001110000111100011001110001110001011001101001110010101001101001110001100110110001100111001010011100011001110010100111000110101100011001110010101010011100101010011100101100011001101011000111001100100110110001101011000111001010101100011010101100011100110001101100011100110001101011001001110011001001110011000111000111000111001101000111000110110010101011000111001011000111001100011100101010101100011100110001110011000111000111001100011100110001101011001011000111001010101100011100110001110010101001110011010001101100011100011100101100100111001010110001101100
382,382,0,1,0111001100100111000111000111001100011100011010101100100111001100011010101010101010101011000111000110101010011100110010011011000110011011000111000110110001101010100111000111000110011100011100011001110001101001101100011010011010101001110001100110011010101001110001100110100110100111000101100110011100011001100110101001100110011010011010011001100110011001100110100110011001101001100101100011110001100110001111000011110000111001100011110001011000111001100110001110100110011000110101100110001110011001100011100011100110010101100011010101100011100110001110001110010011100011100100111001010011100011100011001110010101001101100011001110001100110110001100111000110011010011011000110010110100111000110011001100110100110100110100110011001100110011001101001100101100110010110011001100110011001100011100110011001100011100110011001010110001110011001010101010110011000111001010101100011011000111001010101011000110101001110011000110110000111100110010011100010110011100101010011010101001100111000110011010100110101001100111000110001111000110
383,383,0,1,1001101001100110011001100110011001100111000011100110011001100110001110110000111001010110011001100101011001100011100110010110001110011001100101010011100110010101010110001110010110001110001110010101100011001110011000111000111000111000110101010110001100111000111000111000110100111000110101010011100011010100111000110011001110001101010100110101001101001110001100101101010011100011001100110100111000110010110011100011001100110100110100110011100010110011001100110011010101001100110011001100110011100010101100110100110100110100110010110011001100111000011110001011001100110011001110000111010011010011001100110011001100110100111000011011001110001100110010110011010100110011001100110100110011001110001010110011001101010011010011001100111000011101010011100010110011001100110101010011010011001101100001110101001110001100110011010011100011010011001110001100110011011000110011010101001110001100110011100101001101010100111000110011010110001100111001010100110110001100110110010011100011100101001101011000110110001110001110010101010100111010
384,384,0,1,0011100110001100111001100110001101100011100110011001001110011000111001100101011001011001100011100110100110001110011001100110010110010110011010011001100101100110011001101010011001100110011010011001110001011001101010100110101001101010011010100111000110100111000111000110011100110001100110110010011100110001110001101100101010110001110011001100011100011101001100110010101011001100101100110100110001111000110011001011001110001100110011001100111001001101001110001011001110011000110011010101010110001101100011010101100101100011010110011000111001100101100101011001011001100101100110011001100111000011100110011100011010011001100111000110011100011011000101101001110011001010100110110001110010101010110011000111001011001100011100110100110011001100011101010011001110001010110011100011001101010011100011100011001101010101010110001110001110010110001110001110011001100011100110100110010011110001100011101010011100010110011001100111001010011010100110101011000110011100100111010010101010011101001011000111001100110011000111010011001101001100
385,385,0,1,1101001100110011010101001110001100110101010101011000110011100110001110010011101001100011100110001110101001100110001111000110010110011100011001101001110010011001110001110001101011000111001010101100011100110010101100110010011110001100110011001100110011001110001100110101001110001101011000110011011001010110001110010101100101011001011001100101011001101001101001100110011010011100010110011100011100011100011100011010011101001100100111001011001001111000110001110100110011001101001101001101001110001011001101100011100011100011100011100100111010011000110110001110110000111001100110011001100110100110101001101001101010101001110001100111010010100111000111001100101010110010110011000111010100110011010011001100110011010011100011010101010011100011001110011000111001011000111000111001101001100011101001100110011001100110011010101001100111000110011100011010101100011010101011000111001100011100110011001010101100110011001100110011100001110101001101011000101100110101010101100011100011010110001110010101100101100011100110011001011001100011
386,386,0,1,1100100110011001100110011010100111000110011100011010100111001100011010011100110010101010101100101011001100101100101100101100110011100010101100110011010101010011010011010100110110001101001110010101010011100110001110001110010110001110100101100101100011100111000011101001100110011001100111000101100110011010100111000111000110011001110010011100011100101001110010101010101010110010011101001100100111001100110001110100110011001100011101001101010011001100101100110100111000110011001110001100110101001110001101010011100011100011100011100011010101100011100101011000110110011000111001100101100011100110011001010110011001011001100110011001100110011001100111000011100110101100001110110001011001110001100111000110011100011100010110101010110001100111001100011010011100110001100111001100110010011010110001110011001100011100101011001011001010110010110011001100011100110100110011001010110011001100110011100001110011001101001100111000100111100011010100110011001110001100101100111001001101010011001110001100111000110011010110001100110100111001
387,387,0,1,1000110011001110010100111001001110001110001101010101010011100110001110001101001110100101001110010011100110001101100011100011100110010101010101010110001110011000111001011000111001100011100101100011100110011000110110001110100110011000110011110001010101100101010110010110011000111001100110001110011001100101100011100110001110101001011000111001100110010101010110011001100110010101100011100110100110001110011001100101011000111100010011100110100101100011100110011001010110011000111001100110011001010101011001100110001110011001100011100110011001011000111001100011100110011001100011100101011001010101100101100101100011100101100011100110011000111000111001100100111001100011100110010011100101010011101001100011010101011000111001001110011000111000111000110101100011011001001110010100111000110110001110001100111000111001010011100011010011100011010101001110001101001110001101001101001110010011001100111000111000101011001110001110001010110011100011001101001100110100110011001101001101001100110010110011001110001010110011001011001100101100
388,388,0,1,1101010010110001110011001100110011000111001100110001110011001100101011000110110011001011000111001011000111000111001100011100101010101010101011000110110001110001101100011001110011000110101001101100011001101100011010011100011001110001100110100111000110011010100110011010011011000011100110100111000101100101100110011010100110011000111001110001010101100110011001011001011000111010100110001101011001100110001110001110100110001101011000111001100011100011100100111001010101010101010100111001010100111000110101001110010011100011001100111001001110001100110011001110001110001011001100110110001010110011010101001100110010110011010100110011001011001011001100111000011100101100110001111000110001110010110011000111001101001010101100011100110001110011001100011100011100011100110010110001100111001100100110110010100111001010110001011011000111001001110001110001100111001010011100011001110010011100011001101010100111000110101001101010011100011001100110101010100111000110010110011100011010011100011000111100011100011001011001101010100110100110
389,389,0,1,0110011100011000111100011001100111000110010110011001101100010101100110011100011001010110101001110000111001110001100110001111001001100110100110011001100110011010011010100110011001100110011100010110011001101001101010011001100110100110100110100110011100010011110011000011101010011001110001100110011010100110011100011001100110101001101010100110101001101001101001110001100111000110011001110010100110100110101100010110011100101010011011000101101010101010101001110010011100011001110010101010011100101001110001110001110010100111001010101001110011000111000111001010110001101100101010101011001010110001110011001010110001110010110010110001110100110010101100011101001100110011000111001100110011001011001100110100110011001100011110001100110011001100110101001101001100110011100011001100110101010100110011100011010011100011010101001110001100111001100011010011100101100011001110011001010110001101011000111001100110010011100110011001100011100110010110011000111100011001100110011001011001100110100110101100001110011010101010011011000011110010
390,390,0,1,1001110001100111001010100111001001110010101010101011001001110011001010101100100111100010101010110011001100110010110011001100110011010100110011001100110110001011001101010101001110001101010011100100111001001110001101011001011000111001010101011001100101011001010110011001100110011001100011110001100110011100010110011001101100011001110001100111000111000110110001101010110001110010101100011100110001110011001100110001110011010011001100101100110100110011100011001100110011100011010101010011100100110110001100111001100110001110001110011000111010011001010110010110011001101001101001100110011001101001110001101010100111000110011100011100101011000110101100011100110011001100011011001100110100110010110010110011100100110011001101001110001101010100111001010011100011011001010110010011100110011000111001100110011001100110011001100101101001110001100110101010100110101010011100110001011100011100110011000110101100110011001010110011001100110011001100110101001101001101001110001101001110001110001101011000111001010101100101011000111010011001
391,391,0,1,1001011001010110011100011010011001100110101010011100011001110010100111001100011001110011001100101010110001110101001100110010011110010011001110000111011000110011010110001100111000111001100011010110010100111010011001100100111001110001011001010110100111000110011010011010101010011100011001110010110001110001110010110001110011001100101100110001110110000111010011100011001011001110001101010101010011100011100011100011100101010110010110001110011001100110010110010110011010100110100110011001101010101001101100011001110001101100101010101010101100101011000111010011001011000111010100110011001100111000101011001101100011001110001101010011100011100100111001010101100011011001010110011001100011100110011001100110011001011010011010011010100110011100001111001100011001101010110001100111001100011100011100110010011100110001110100110001110100110011001011001100110011001100111000101100110011100011001110001100110101100011001101010110010011011000111001001110011001001110010101100101011001011001010110011001011001100110010110011001110000111010
392,392,0,1,0110100110011100011001100110011010110001100110110001100110101011000110101011000110011100110010011100011100110010100111001100110001110011000111001100110011001100101100011101010011001100110011001100110011001101001101010011001110001011001100111001001101001110001100111000110100111001010011100011010110001101001110011001010011100100111001100100111000111001100110001110010110001110010110011001100011100110011001011001010110011001100110011001100101100110010110011001110001100011100111000110011001100110011001110001100110011010011010100110100110101001101001101010100110101010011001110001101001110001110001011010100111001100011001100110101100011100011100011010101001110011000101100111010011000101100111001100110001100110101100100111001011000110011100110010101010011100110001110001110001110011000110110010100111010011000110011100101100110001101010110011000110110001110100101010101010110001110011001001110011001010101010101100101011000111001011000111001100100111001100011100110001110010100111100001101011000111001100011100110010011100
393,393,0,1,0111001100110001110001101011001011001001110011000111001010101010101100100111001100011100011100101100011001110011001100011100011001110011001010011100011100101011000110011100101010101011000110011100101010101001110010101001110001101001110011000110011001110010101010011011000110011001110010101001101010100110100111000110011010101001101010100110011010101001100110101001101001100111000110011000111100101001100110011001101001100110011001100110100110011001100101011001110001010110010110011001011001100110010101100110011001010110001110101001100011010110010110010110010101100011100101100011100110001110010100111001100101010100111001010101010110001100111001010110001100111001001110001100111001010100110110001011001110001101010100111000110011001100111000110100110100110011100010110011001100110011010100110011010011000111100001111000101011001100101100110011000111100001110011001100011100110010110001110011001010110001110010101100011100101100011100011100101010101010101010101010101010101010100111000110110001100111000111000110011001110001
394,394,0,1,1100011001100111000110011100001111000110100110011010011001110001010110011001100110011100011000111001100110011001100110011001010110011000111100001110011000111010011001010101011000111001100110001110001110011000111001010101100011010110001110010110001100111000111001100011001110001110001101010011100110001011001101100011100011001101010101001101001110001100111000101100111000110011001110001100110011010011010011100010011110010011001100110011001100111000101100011110001100110011001100110011001011001101001100110001111000110010011110001100101011001011001100111000011010110011001100101100110011001011001010110011001100101011001100101100110010011110001010110010110010101100110001111000101010110010110010110010110011001011000111010100101100011100110100101100101011001100100111100011001011000111001100110011001100100111100011000111001100110011001011001100110010110010110011001100110011001100110001111000101011001100110011100001101100110101001100110011000111100011010011001011001100111000011110001100101100110011011000101011010011010100
395,395,0,1,1100110100110100110101001101001100111000101100111000111000101100110101010101001101010011100011001101100011001110001101010101001110010100111000110011100101010100111001010110001100111001010110001110001110010011101001010110001100111010100110001100111001100110011001010110001110011001100110010110001110100110011001100110011001100101100110010110101001110000111001110001100110011001110001100110101001110001100110011100011100011100011001101011000110110001110001110001110011000110011100110011001001110011000111001100011101001100110010101011001100110011001100101100110100111000011100110100111000110011001110001011010100111001001101010011100011100011011000110101100011100011100110001110011000110110011001010110010110011000111100010110010101100111000110010101100111000110011010011100010110011100100111000110011010110010011100011100011100110001100111010011001100011010110011001011001100101100101100110011100011000111001110001101001101010011001110001100110110001110001100111001100011100011100011100110001110011001100011100110010110011001
396,396,0,1,0110011010011001100110100110011010100111000101100111000110110001101001110011000110101011000111001100011100101100101100110010101100110011001100110011001110001100110011001100111001100011001011100011100101100011001110011001100011010101100110011001100011100111000011100111000011110001100110011010011100011100011010011011000110110001110010100111001100110010100111001101001100101011001100110011001101001110001011001101010011100011010011100101010100111001001110011001010110001101100110011001011001100101100110011010011100010101100110110001101001110010011001110011000110101011000111001011001010110001110100110100110010101100110011010011100010110011100011001101010101100011001110010110001101011001010110010101100101100011110001100101011001101001110001100011110010100110101010101010011010110001110001110011000111000111010011001100011100110011010011001100110011001110001100110011010101010101010100111000111000111001011000111001010110001111000100111010100110010101100110101001110000111011000110011010100111001100011001101011000111001100
397,397,0,1,1001110011001010110010110001111000110001111000110010110011001110010011001101010100111000110011100101010011100110001110010011100110011000111001100101100110011000111100011001100110101001100110011001110001110001101001101010110001101010101100011010110011000110110010110010101100110001111000101010110011100001110011100011001100110011001110010011010101001101010011100011011000110101100011100011100110001110001110011001010110010110010101100110011001011001100110010110100110100110011001101010011001110001100101110001100111001001110001110001011010110010100111001011000110011100110011000111001010110001110011001100011101001100101100101100101100110100110011001011001110000111100011001100110101001100111000110011100011001100111001001110001101100011001101011000111001011000110011100011100110011000110110001110001111000100111001100011100110011001100101011001011001011001100110011001101001100110001110101010011010011001100110011001110001100110011100011001100111000110011010101001110001100111001001100111001010011100011001110010011100110001
398,398,0,1,1001101100011100101010110001100111001100110001100111010010101010101011001010110001110010110010110001110011000111001100110011000111001011000111100001110011001100110001110011001100101100110011001100011100111000011100110100110011000111100001110101001100101100110011001101001100110011001011001100110101001100110011001100110011001100111000101011001110001010110011010100110011010011001101001100110011010011001101001101001100111000011100111000110011001100110100110101001100110011001101001110001010110011001110001100110011010011001101001100110011100010011110010100110001111001001100101100111000101011001101010011001101001100110011001100110011001101001101001100101100110011010011001100110011001100110010110011010011001100101100110011001100101100110011001100101100110010110011001011001100101100101011001100110011001010110001110100110010101100101011001011000111010011000111001011000111001100101001110100110001110001110010110001101100100111001100101010101001110010110001100111001100011100011010101100011010011100101010100111000110011100
399,399,0,1,1010011100011001110001100111000111000110011001101010101001110001100101101010011100010110011001110001100110011001101010011001011001101010011001100101100110011001100110011001100110010110001110110000111001010110011001100011100110011001100011011000111001101001001110011000111000111001011000111000111001100011001110011000110101010101010101010101010011100011001110010101001101001110001100111000110011100010110100111000110011001110000111100011001101001100110011010011001100110011001100110010110011001100110011001011001011001011001011001011001011000111001100110011000110101011001011000111001011000111000111000111010010100110101100011011000110100111001100011100011001011100101001110001110001100110011010110001100110011100011010011010011010011001101010100110011001100110011100001111000101100110011001100110011001100110011001100101011001100110011001100101011001100011100110100110001110010101100110010101100011100110010110001110010101011000111001100101010101011000110110010011100110010100111000111001010011100110001100111001010110001100
400,400,0,1,1110010101100011001101100011100011100011010101010011100100110110001100110110001110001100111000111000110011010110001101010011011000110011010011100101010011001110010011010011100011001110001101001110001101001110001101010100110100111000110100111000110101010011010101001110001101001110001100111000110100111001100001111000111000110011100110000111100101010100111000110011100011100011100011100011001101011000110110001101010101010101010100111001010011100011100101010100111001001110010110001100111001100011100011100110001101001110011001100100111000110110010101011001100011010110010110010101010110010101011001100101001111000011100101011001100011100110100110001110011001100110001110011010011001100011101010011001100101011001101001110000110110011100011001100101100110100111000110010110011100011001100110110001100110011001110010011100011001101001110010100111000110011100011100100111001001110001110001110010101011000110101100011101001010110001101100101100011101010011000110110010110011001100110011000111100011001011001011001110001100110011
401,401,0,1,0011001100111001001100110100111000110011100011010100111000110101011000110100111001100100111000111001011000111000111001101001010110001110011001011001011001100110011010011001011001011001110010011001011001110001100110011100101001110000111100110001110001100111001100011010110010011100110010101011000111001100110011001001111000011101010011001011001100110011100010110011010100111000110011001110001110001101010011100101010110001100111001100110001101100011101001100101100011100110100110011001100110010110011001110001110000111010011100101001101001110001110001101011000110101100100111010010110001101011001100110010110010110011001100110011001100110101001101010011001101010011100100110100111001010011100101100011010110001110011001100011100110100110001110011001100110101001101001100110011010011100011010100111001001110001100111001100110001100111001100110011001010101100101100110011001101001100110011011000011101011000101101010101100011001110001110011000111000111001100101011000111010011001100101100110011001100111000110011001100110110001
402,402,0,1,1010100111001010011011000111001010101011001011000111001100110010110011001011001101001110000111010100111000110011010101010100111000111001100011001110011001011001010101011001100110011001100110011001011001110001100111000110011001110010100111000110110010011100101011001001110100110011000111001100110011001100110011100011001100110011100011001110011000110011001110011010010011100011100110010101100110010011110010011001100110001111001001101010100110011100011010101010101001110011000111001010101011001011000111010011001100110011001011001101001101010011001110001100110011100110001100111000111000111001100110001100111001110000111001011001100101100110011100010101101001101010100110101001101100011001101100100111001001110011001010101010101100110010101100101100101100110100110011010011001100110011100011001101001110001101010100111001010011100011100101010101100011100110010100111100010101011001010110011010011010011001011001100110011100011100001110101010100110110001100111000111000111000110110001110001110011001001110011000111001100101100
403,403,0,1,1010110011001100011101100001110011001110001011001011001101100010110011010101010100110011100011010011100100111000110101100011010101100011011001100011100011100101100110001110010101100110011000111010011001100110010110011001100101100110101001110000111001110001100110011010101001101100010110011011000110101100011001101011000110101100011100011100011011001010101011000111001010110010101011000111010011000111001100110001110100110011000111001101001100110011001100110011001100011110010100110010110011001110001100110011010100110101001101010011010100111000110010110110001110001101010101001110001100111000111000111000111001010011011000110101011000111001010011100110001101100011100101010101100101001110011001100011100011100101011001100011100110010011110000110101100110001110011001100110010011100110011010010101010110011001010110011001100110011000111001100110100110001110100110011001100101011001100110011001100110010110011001100110011001100110011001100011110001100110001111000110011001010110011010011010011001100110001110101100001110011001
404,404,0,1,1001100111000011101001100110011001100110011001100110011001101001100110011001011001100110011010011100001101100110011001100110011100001110011010011001011001011001101001100110011001011001100101100110011001100110010110011001011001011001101001100101010110011001011001100110010110010101011001101001011001001110100110011000111001011001100011100110011000111001100101010110001110100110001101011001011000111001011001001110011000111000111001010101100011100100111001010110001100111001100101001101010110001100111001011000110011011000110110001100111000110101010011100100110011100011001101010101001110001100101101010011100011010011001101001101001110000111010100110100110100110011001100110011001101001100110011001100110010110010110011010011001100011100110011001100110010011100110100110001110010110001110011001100011100101100011100101010110001110010110001110001110001110010101010101010011100110001100111000111000110101010101001110001100111000111000110011001101100011001101010011100011000111100100110011100010110010110100110101001100110001111
405,405,0,1,0001100110011001010110011001110000110101100110011001100110001110011001011000111001100110001110011001001110011000111001011000110101100011100110001101010110001101100011010101100011001110010011100011100011001110001110001011010011100100110100111000110011001101010011010100111000011101010011010011100001110011010100110011001101001100110001111000110011000111010011100001101100110011001011001011001011001100110001110011001011000111001110000110011100110010110010110001101100101011001001110011001100011001110011001100011001110010110010011100011100110001101010101010101011000110101010110001101010101010101010101010101001110001110001110001100111001001110010100110101010101001110001101010101100010110011100101011000101100111001010011100011100011001101010101010101010011010101010011100100110100111001001101010100111000110110001100110110001101010101010011100011010101001110010101001101010101001110010100111000110110001100111001001110011000101101010110010011100011100011100011100011100011100101010100111001010110001101011000111001001110011
406,406,0,1,0010100111001011000111000111001011000111001100011100011110000110100111010100101100011010110011001010110001111000011100101011001100101100011110000111001100110011000111001110000111001100110011001100110011001100101100110011010100110011001100101100111000110011010011001100110101001110001011001101010100110100111000110100111000110011010101010101001110001110001101001110011000110011100101011000110100111010011000111000110110010101100101100011100110001111000011100011101010010110010110011001011001100110011001100111000011100110110001010110011010101001101010100110011100011001101010101010011100101001101100011001110011000111001001110010101100011100110010100111010011001100011100101100110011001100110011001011001100110100110100110011100010110011001110001101001110001101010101010011010110001100111001100100111001100011001111000011100011100110011001100011101001100110010101100110011100011001011001100111000110011001101100011010011011000110011011001001110010101001110011001010011100101100101011001011001100101011001011001100111000011100
407,407,0,1,1110001011001100111000110011100011001100111001100011001110001110001110010101011001001110011001011000111001101001100101010110011100010011110010011001100110100111000110101001101010101001110010011100011100110001101100101100011100101100110001110110000111001100110011001110001011001100111000110100111000110101001110010101010011100110001101100101010110011000111010011010010110010101100110011100011001101001101010011010011100011100011001110011000111000110110010101100101011001011001100101011001100110011100010110010110011100100110100111000110100111001010011100011100110001110011000111001011000111100011001010110011001100111000101100110100111000111000110011010101010101011000111001010101011001010110010101100110011001100101100110011010100110100110011100011001110001101001110010110001100111001100101100011100110010101100110010110011001101001101001100110011100011001101010011100011100101001110001110001110100101011000111001011001100110011001100110010110011100010110100111000110011100011010011100110001101010101011000111001100110001110
408,408,0,1,1001100011100111000101011001101010011001110001011010011100100111000110011100110010011100101001110011100001100111001100111000101010110011010011010011010011010011010101001110001101010011100011100110001101011000111001100110010101011001011001100110011001100110011001110001011001110001100111000110011100011100100111000110110001110011001001110011001010110001111000011100110011010011001011001100110101001101010011001110001011010100111001010011100011100011100011010110010110001110001110011001100110001110010110011001100101100110011100001110011010100110100110100110101001100111000110110001011010100111001100011010110001100111001100101100011001111000100111001100110001110011001100110001110100110100110011001100110010110011011000110010110011010101001110001100110101010011100011001110010011100100111000111000111001010011100110001110010101100011011001100110001110010110011001011001010110011001100110011001100011110001100110011001100110011001110001100110011001110001100110011100011010100110101010100110101001110010100111000110101001110011
409,409,0,1,0001101001110011001001101100011100101100011100011101001010101100011100110001110011001100101100011100110011000111010011001100110010101100101100110100110010110011001100110011001100110100110011001100110100110100110011001101001101001100111000110010110011100011010011100010110011001110001110001100110011011000110011100011001101010101010011100011001110001101100011001100111001100100110011011000110011100101010100111001001110001101010101001110010110001100111000111001100011001110001110010101010101010011100110001101010101100011010101100011100011100101010101100011001110011001010100111001010011100110010100111000110110001110011000110110001101011000111001100011001110011001010011100011100011100110001100111001100101001110001110010011100101001110011000111000110011100110001101100011011000110110001101011000110110001100111001100011010100111001010011100100111000110011100101001110010011100011001101010101100011001110001101001110010011100010110011100011100011001110001100111000110011001110001101001101010011010100110011100011000111100101
410,410,0,1,0100110011001100110011100011001011001101010011010011001100110010110011001110001011001011001100110011001100110011001100101011001100110011001100100111010100110010101011001010110011001011001010110001110011001100100111001100101010101100100111001100100111001100011010101100011100101011000110011100110001100111001010101001110010011100011001110001110001101001110001101001110001100111000110011001101010101001101001110000111010101001101001100110011010011010011001100101100110011100010101100110010110010110011001100110100110001101100101100110011000111001100110010101010101100101100011100110010100111001100011100011100101011000110101010110001101100011001110011000110101001101100011001110001101010101001110001100110011100011010011010100110100111000101100110011010011100001111000110011001100110011001100110011010011001100110010101100110011001100110011000111001101001011001010110010101100110001110011100001011010110100110001110010011101001100011010101100101010101010110001110010101010110001100111001100100111000111000110011101001001101010
