Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/microphone_mgr_0_PDM_vector_full_STROBE,MyRtl_i/microphone_mgr_0_audio_data_vector_OUT[1023:0]
62,62,0,1,1100110100110001110011001100110011001011001011001100101100110101001100011101001110001010110011001100110011100010110011001110001100110011001100111000110100111000101100110101100010110100111001100001111000111000110101010100111001100010110101100011011000111001010011100110010011100011100110001110010110001110011000111001100110010101100011100110100110011000111001100110011001101001100110010110011001101010011001101001100111000101100110100111001001101010011100010110101010110001100110110010101001110001110011000110101100011100101011000111001101001010101011000111010100110010110001110101001100110011001100110100110011100001111000110011010011100100110100110101010101100010110101100011100101010101010101100011100110001110011001100011100110011001100011101001101001100110011001100111000101011010011100100110100110101001110010100110110001101010110001110010101011000111010010101100011100110011001100110011001010110100110100110100110100110011100010110101001110010101010011010101010101011000111001010101100101011000111010011001011001010110
63,63,0,1,0110100110100110011001101001101001110001100110011100011100100111000111000111001010101011001010011101010010110010101100101100110100110100110011001101001101010101001101001110010011011000110110001101100011101001011000111001100101011001100110011001100110101001100110011001110010011010011100100111000110101100011100100111010011001010101011001100110010110011001110000111010101001110001100101101100011100100111001001110010101011000111010010110010101100101100110100111000011100110110001100110011100011100011010011101001001110010101100011100110011000111001101010011001011001100110101010011100011001100111000111001011000110011100110011001001110011001100110001111000110010110011001110010011001110001100110101011000111001100011001110011010010110001110011001100110011010100110010110100111000110011100100111000110110001110001110011001010110001110100110011001100110011001100110100110110001100110011100110001101010101100011010110011001100011100110011010011001011001100110101001110001100110100111001100011001110010110010011100110011000111001
64,64,0,1,1010011001100101100110011100011010101001100110101011000111000110110010101011001010101100110011001011001100110011001101010011100010110011011000111000111000110110010101010110001110011010011001010101100110100110011010101001100110101001110001101010101010110001101100100111010011001010110001110101001100110011001100110011100100110011001110010100111001001110001110010101011001011000111001100110011001100101100110011001110001100110011010101001110010011010101010101011000110101100101100101011000111010011001100110010110010110100110101010011001101001101100011001101010101010101100011100011100101010110001110011001100101100011100110101001100110010110011001101010100110100111000110011001110010011100101001110001110010011100110010101001110100110010110001110011001101001100101011001100111000110011001011010101001101010011100011010011100011100011010011100110010011100100111001100101011000111001100101100101100110010101100110011100010011110001100101100111000110011011000011110001101010100111001001101010101010101001110011000110110001110001
65,65,0,1,1100110010110001110011001010110010110010110011001100101100110011001100110011100001110101001110001010110011100011100011001100111000110101010100111001010011100011010101100011011000111001010101011001001110011001100011100011110000110110010110011001011001100110001110100110011010011001100101100110011001101010011010011001101001100111000110010110100111001001110000111100100111000110100111000110110001100110101100100111000111000111000111000111000111001100011010110001110010110001101100101100100111001100110001110011000111001100110001110010110011001100101010110011001100110010101100110010110011001100110011001100101100110011001100110011010011001100101100110011100010110011001100110011010101001100110011001100110011100100110011001100110011100011010011001101001110001011001101010100111000110011001100111000111000110010110101100010110101001110001110001010110101100011010100110101001110001101001110001101001110001100111000110101010100111000110011010101010100111000111000110011010011100110000111100101001110001110001011010011100110001011
66,66,0,1,0011100101010011010101001110001100111000110110001011011000110011011000110011100101001101001101010100111001001100110101010100111000110100110101001110001100111000110011010101010011100011001100110110001100110100111000110011100011001100111000110011001101100011001100111000110011001100111000110011010100110100110011010100110011001101010011100001110011100011001100110011001110001011001100110011001101100001110011001101001110000110110011010100110011001100110011000111011000011100111000011100110010110011001100110011001100011100110011010010101100101011001100110001110011001100110010110001101100110001110100110010101100011011001100011101001010101100011100101011000111001100100111001010110001101100100111001100011100011100100111001010100111001100011001110010101011000110011011000111000111001001101010011100101001110001100110110001101010100111000110011100011100010110011100011011000110011001100111001001110001100101100110110001100110011100011001011010100110100110100110100110100110011001101001100110100110100110011001100110100110011001
67,67,0,1,1010011001011001100111000011101001100110011001101001100011101001101010011000111001100110100110011001100101011001100110011001100101100101100110011001100101100101100101100110011001100110001110011010011001011001010110011001100101100110010110011001010110011001100110010110010110011001100011101010011001010110011001100101100110011001011001100110011001011001100110011001011001100110100110011001011001100101100111000101100110010110011001110001011001100110011010011001101001100111000101011001110001100110011001110001100110100111000011110010011010100110100111000110011001110010011100011001101011000110011010101010110001100111000111001001110001110001110001101100011011000111001100011100011100101010101011001010101100101011000111001100011110000110110001111000011100110011001100011100110011001100110011001101001011000111011000110001111000110011001101001101001110000111001110010011100001111000111000110011001110010100111000110011100101001110010011011000111000111000111000111010010100111001100011100101011001011000111001101001100011100110
68,68,0,1,0101100110011001100101100110011010100110011001100110011010011100011001100111000110011100011001110001110001100111001100011001110011000110101100011100110001110011000111001100110010011110000111001101001100101100110011001100111000101011010100111000110011001110001101001110010011100011100011010110001101100011100110010110001101100101011001100110011000111010011001101001100110011001100111000110010110101010101010011010101010011100011100011100101010101010110001110011001011001001111000101010110011001100110011001101010011001100111000110011001101011000110101010101010011100101010110001101100011110000110110010110010110011001100110011001101001100110011010100110101010011010101001110010100111000111000111001011000111001100110010011100111000011100110011001101001101001100111000110011001110001110001101010110001101010110010101100011100110010101100110011001100101100110011010011100011001100110011011001001110001110001110001101100011101001010110001110100110011001100101011001101001110001100110011100011001110001110001110001101011001011000
69,69,0,1,1110010110010110001111000110010110010110011011000110010110101010011100101010011011000110110001110011001100011100101100110010110011001101001101001100111000110011001101011000111000111000111001010101011000111100001110010110011001100110011010100110100110011010100111000111000111000110110001110010110001110011001100110011000111001110001100110011001101100011001100111001100011011000110101011001010110011000111010011001100101100110011100011001100110011100011100011011000110101100011011001011001010110010110011000111100011001100110100110100111000110011001110011000111000110101100011100110100101100011011001110001011001100110011010011100011011000101011100101010110001110001110011001011000111001100111000011100110011001100111001001101010011010100111001001110010101010101100101011000111010011001100110010110011001100111000110011010100111000110101100011001101100110001110011000111001011001100110011001011001100110011010110000111011000110011010110001101010101100011100100111001100110010110001110011001100110011001100110101001100111000110
70,70,0,1,0101101100011100011001110011001001110001110010101100101011001011001100101100101100110100110100110100110011001101010101001101011000110011010110010100111001100011010110010110001110100110001110100110011001100101100110011001110001011001110001100111000110011010011100110010011001110011000110101100101001110100110011000111001001111000110011001011001011001101001110001011001100110011100011100011001100111001010100111001001101100011100011100110001110001110011001100011101001100011100110010110011010100101100110011001100110011100011001100110101010011011000011110011000110011100011100011001111000011001101011001100011100101011001010101100110001110011001100110010110011000111010101001100101100110011010011010011001101010011010011100010110011100011010011100100111000110011100011011000111001001110001110010101001110100100111001100011100011101001100011100101100101100011101001100110011001010110010101101001101001100110010101101001101010011001100101100111000110011010011010011010100110100110101001110001011010100111001001101100011001011011
71,71,0,1,0010101010011100011100011011000110100111001100100110110001110001110010101010101100011100101100011100101010101100101010110011000111000111010100101010110001110011001100011100110011010010101010110011001100011101001101001011000111100001110011001101001100110001110011100010110010110011001100101100111000110001110011100011001010110011100010110010110100110100111000011100110011100011001100110011001100110100111000110010110011001110001100110011001101010011010011010011001110001001111001100010101100110100111000110011001110000111100011001110001100110010110101001110001100110100110011001110001100110011010100110100110100110011100011001011001101100010110011010100111000011101010011010011100010101100111000110011001101001101010011001100110011010011010011100001111000011110001100110011010011001110000111001101010011001101001100110011001100110011010011100001101100110100110100110011001100110011001100101100110011010011001100110010110010110011001101001100101100101100110011000111100011000111001100110011001100101011001011001011001011001100
72,72,0,1,1100101011000111100001110010110010101100101100101011001011001010101011001100101010101100101100011100110001110011001001110010101100101010101010101100101010110001101100100111001100011010101100011100011100011100101100010111000111000111001010011100100111000110011100110001100110110001100111000111001001100111000111000110011010101010011010101010011100011001011010110001100110011100011010011001110001100110100110011100011001100110011100011001100101101010011100011000111010101001100111000011100110101001100110100110011001011001100110100110100110011001011001100110011001100101100110100110011001100100111100011001100011101001101001011000111100001110100110011001010110010110011001100101100101100101100110011001011000111001110000111001100100111100010101100101011001100101100101100110010101100110010101100110010110010110011000111010011010010101100011100110011001110000110011100111000110010011100110100110010110011000111010011010011001001111000110001110101001100110001110101001100110011001100110011001100101100110110000111001101001100110
73,73,0,1,1010011001100110011001100111000110011001101001110001011001100110110001100110011100011001101010100110110001011001110010100111000110011010110001100111001010100111001001101100011100011010101100011100101010101010110001101100101011000111001010110010101011001011000111001100110001110011001100101100011110000111001100110011001100110010110011001100110011001101001100110100110011010011001110001100011110010011010110000111100011010100111000110101010011100011100011001110011000110100111001100011100011100011100110011000110101011001010110011001100011100110011000111001110001010110010110011001100110101001100110011001100111000110011010011010101010100110011100011010101010101001110011000110011100101010101100101011000111001010110011001010101100110011001100011101010011001100110011010011001100110011100011001101011000011110010100110110001110001100111001100100111001010101100011100110001110011100001101011001100110011001100110011001110000111100011001101010011100010110101010101010100111001100011001101100110001110010110010101011001011001100
74,74,0,1,1010110011001110000111001100111000110011001100111000110101010011011000110011100110001101010101011001010110001110011001100110010101100101011010011100010101100110101001101010100110100111000111000110100111001100011100011100101011000111100001110001111000110001110011100011001100110011001110001101001110001110001100110110001110011001010101010101100101011001100110010110010110011100001111000110011010011100011001101100011010101001110011001100011001110100110010101011001100110011001100110011001110001011001110001101001110001110001110001101100011100110010101001111000101100101011001100110100110100110011010011100011010011010110001101011000110101100101011001010110010101100110011001101001100110010110100111000111000110011001110010101010110001110010011100110011001100011100110011001101001101001100110011010101001110001110001100110110011000110110010110001110011001100110011001001111001010011001100110011100100111000110011011001001110011001100011001110100110100110001110011100010110001111010001100111000101100111001100101001110001110001
75,75,0,1,1101001100011100111000011011001100110100111000110011001101010011100011100101001110010100111001100110010011100110100110011001011001100110100111000110100110100111001010011100011100011100110011000110110011001100101100011110010100110011001100110011100101010011100011001110011001010101010101100011101001100110100101011001100110011001110010011010011010100111000111000111000111001011000111001011001010110011001100110011001011001110001100110100111000110011010101011000111000110101100101011001001110011100001110001111000101100110011010011010100110100110101010100111000110011100110010011100011100110010101011001011001100011101010011001100110011010011001101001110001100111000110011100011100101010101001110010110010011100110011001100011100011110001100110010110011001100111000110011001101010011100011001101010110001100111001100011010101100011100110010011100110011001001110101001100101011001100110011001110001100101011010101010011010101010011010011100011100011010100111010010101001110010101100011100101100101100101100011101001100110011001
76,76,0,1,1001010110011010100110101001100101100111000110011100011010100110101010101001110001110010100111000111001010110001101100110001110011000111001100110011001010101100110011001100110011001101001100110011001100110101010011010011010100110101001101011000110011001110010101010100111001100011001110010101100011100011100110010011100110011001001110011001010110011001100011100110100110011001011000111100011001100110011010011001100110011010011100010110011001110001100110100111001001100110101010100111000110011011000110110001100111000111001001110010100111001010011100101011000110101100101010011110000110101011000111001100110010011100110001110100110010100111100001110011001011001011001100101100101100110011001100110010101100110100110011001100110010110011001110001011001010110101001101001101001100110011001100110101001101010011001100110101001110000111010011100100110011100001111000110101001110000111100101001101001110001100110011011000110011100011010011100011001101010101001110001100111000110101010011010101010011100011010011100100110100111001
77,77,0,1,0011100011001101011000110011100100111000110101001110001110001100110110001110001101001110010100110101010100111000111000110011100101001101010101010011100011100011001101100011001110011000110011001110001110001110001100110101100011001101100011010100110110001100111000110011100011010100111001001100111000110011100011001110001100111000111000011110010011100011001100111000110100110101010011001110001100110011100011001101001110001100110011001101100010110011010101001100110011100010110011001110001100101100110011100011001101001100101100110100110101001100110001111000110011001100110011010011001011001100101100110101001100110001110011010011010010101100110010110010110011001100101100110001110011100001110010101100101100101100110001110011001100011100110011000110110011000111001100101011000111001100011100011100110010101010110001110010011100110010100111001100011001110011000111000111000111000111000111000111001010100110110001100111001100011010100111000110011100110001100110011100011100100110101001110001100111000110100110110001100110011100
78,78,0,1,0111000110010110101100011001100110110001100110011001110001101001101001110000111100011001100110101010011001101010011001100110011001110001100110011001101001100110101001100101100110101001100110011001101001100111000011100110011001110001011001100110011001100110100110011001100110011010011001100101100110100110011001101001100110011000111100100110010110011001100110100110100110011000111100011010011001100110011001100110011011000011100110101001100110100110100110011001100111000101100110101001100111000101100110011010110001011001100111000110100110101001100111000110100111000101100111000111001001100110110001100111000110101001110010101010011100011001110001110011000110011011001010101010101010101011000110101100100111010010011100101100011100011100110011000111001010101100101100101100101100101011001100011110000111001100110011001100011101001101001100110011001100101100110100110100110100110011001100111000110011001101010011100011001011010110001101001110001100110101011000110101010011100101010011100101010011100101011000110110001110011001
79,79,0,1,0101011000111001011001011000111010011001100011100110011001100110010110011001100110011001101001100110100111000011101010100111000101100111000111000110011011000110011100101010101001110010101010110001101011001100011011001100011100110011001010110010110011001100011110001100110011001011001101011000100111100101001101010011010011100011100011100011001110001110011001010011100101100011100101011001011001011001100110001110011100010110010110011100010101101001101100011001100111000110101010101010011100011100100111001011000110110010101100101100011101001101001010110010110011001100111000110011000111101000110101001100111000110011100110001101010101011000111001100011100110001110011001101001010110011001100110011001101001110001100110011001110011000011110011000111000110101010110010101100011100110011001010110010110011001100110011001110001100101100111000110101010100110101100011010101100011011001010110010101011001011001100101100110011001100111000011101100011001100110101100011010101010101100011001110011010010101001111000011100110011001100
80,80,0,1,1100110011001110001100110011010101100011001101100011100011100110001110010101100101100011110001001111001001011001100110101001110001100110011100100111001010110001101010101100110010101011001100110010110011001101001101001101010011001101100011010011100101100011001110011001011001010101100110010110011001100110100110011010100111000110011001101100101010101010101011001001110011001100110001110100110011001100110011010011100011001101001110011000110011011000111001100110010011100110001111000110010110011001100110110001011001110001110001101010110001100111001101001100011001111000101100110010110011001110001100110011100011001110001110001110001101100101010110010101100101100110010110011001100111000101011010101010011100011001101100101010011100110011000110011110001011001011001011001110000111100011001101010100110101100011001101100011101001010101010110010101100101100110100110011001100110011001110001101010100110101011000110011100101100100111010011000110110011001100101100110101001100110011001110001100110101011000110011100011100101100011
81,81,0,1,1000111010010110001110011100001101100110101001101001100110100110011100101001101001110010011100110001100111001101001010101011001011000111100011001100110011001100110011011000110011001110001101100011010100111001100011100011100011101001100101011000111001101001100110011001011001100111000110100110011001110001110001100110101010110001110001110001110010110001110010101100101100110001110011100001110011001100110011010011010011010100110011001110001101010100111000110101001110011000111000110101010110011000111001100101011000111001110000110110011001101001100110011001100110011001110001110001011001100110110001110001101001110001110010101001110010011100101100100111001100101010110001110011100001101100110001111000110010101100110011100011000111100011001100110101010011010100110110001011001110001110001110001101001110011000111000110011100110011000110101011001010101100110001110011001010110011001011000111100010101100110011001100101100110011100001110101010011001100110011010100111000011110010011001110001101001110001100110011100110001100111
82,82,0,1,0001110001100111001100011010101010110001110001110001110011000111001001110011001100011010110010110010101100011100110100110001110010110010110011001100011100110101001100011100110100110011001100101100110011001100110011100010110001111000110101001100110001111001001110001010110011011000110010110011100011100001111000111000011110010011100011001100111000110100111000110011100011100011001100111001010011100011010011100011100011001110010011100011010100111001010011100100110101010101010101010100111000111001010011100011011000111000111000110101100011100011100011011000111000111001001110010100111001010101010101010101010101011000111000110110001110001110010101010101010101100011001110011001100011001101010110010011100110010011010101010101011000111000111000110110001110001110010100111001010100111001001110010011100011100101010011100011011000110101100011010101010101010100111001001110001101100011010011100011100100111000110011100011010110001100111001010011001110010100110101010011011000110011100011010011100011010011100011010011100010110101
83,83,0,1,0100111000110011010100111000110011001110001100110101001101001101010100110011010011010100110100110011010011100001110101010011010011010011001100110011001101001110000111100001110011100011001011001100110011001100110100110010110010110011001110000111001011001100110011001100011110000111001100110011001011000111001100110011000111001100110011000110110001111000100111001100101011000111001011000111001100100111001100110001100111001100101010110001101011001010101010101011000111000111000111001010101001110010110001011011000111001001110010011100100110100111001011000101100111001010101010100110101010011100011010101001110001100111000110011100011010011100011010100110011100011001110001101001101001110001011001110001100111000110011001100111000111000011101010100110100110101001100110100110101001100110011100010110011001101100001111000110011001110001010110011011000101100110011010011010100110011001101001110000111010011100011001011001100111001001100101100110110001010110011100011001100110100111000110010101101100011001100110101001110001011001
84,84,0,1,1010011100011001100110110001100110011010101001101010100110100111000110011100011001101010101010011100011001101011000110011100100111000110101001110010100111001001101100011100011010110001110010011100011100101100011011000111001010101011001010101100100111001100110001110001110100110001110011001100100111010011001100101010110011001011001101001100011110001010110011001100110101001011001100110011011000011100111000110011001101010100110100111000101100110101100011001110001100111001001110001101001110010110001011010110010101010101011000110110001110011001001110011001010110001110011001100011100110011001100011100111000100111001110001100011100110101001110000111001110001100110011010101001101001110001101001110001100111001001110010011100011010110010011100101010110001110011000111001100101010110011001011001010110011001101001100110010110011001101001101010011001110001100101101010101010100111000110101010101001110011000110101011000111001100100111001100110010100111100011000111001100110110000110110011011000101100110011010101100001111001010
85,85,0,1,1001110001101010011100110010011100011100101100011100110010110010110010110010110011001100110011010011010011010011001101001101100011001110001101001110010110001101011000110110001110100110010011101001100011101001100110011001101001100110011010011100010110011100101001101100011001110010110001110001110011000111001100101011001100101011001110000111010100110011010011001110010011001101010101010101010011100110001110010011100110010110010101100110010110010110100110100110100110100110011100011001110001100111001100100111000110110010101100011100110101000111001100110011001100110011010101001100111000110011100011010101100011010110010011100110011001010101100101011001101001101001100110011010100110011100011010100111001010100111001100011100011100110011000111001101001100110011001100110011010011100011001110001101001110011000110011100110001110011001100011100110011001100110011001100110101001101001101010101010011010101100011011000111001011000111010011001011000111010011100010101100110101010011100011001101010101010101011000111000111001100110
86,86,0,1,0011011001101001100110011001100110011010011100011010011011000110101010101011000111001100011100110010110011001010110011100011001011001110001100111000111000110101001110011001010100111010010110010101100110011001100110011001110001100110011100011010011100101100011001110011000111001100110001110100110011000111100011001101010011001110001100110101100011100011011001001110011001100100111001100110100110011000111011000110011001101100011001110001100111001100101001110011000110110010110011001100101100110011001100110011100011010011010011100011010101010101010011100110011000110110010110001111000101100011101010011100001111000110011001100111010010011001110001101100011100101100011100110001110010110011001100110011001100101100110011100011010011001110001101001110001101010110001101010110001110011001100011010110011001011001011001100110100110011001100110011100011001100110011100110001100110011100101010101100011100011011001100011100110010101100101011001100110011001100110011001100110011010100111000110001111001100011010011010110001100111001
87,87,0,1,0101010110001101100101010110010101011001100011100110011010011000111001101001101001100110010110011100011001110001011001110001101010011100011100011100011001110001110011001010011100101011001001110011001100110001110001111000110001110100110011001100110011001101001101001100110011011000011110001110001100110101010011100011100011001110011000110011011001010110001101100011100110011000110101011001100011100111000011010110010110011001100110011001100101100110011001100110011100001111000110011001101010011001110001100110011010110001100110011100100111000110011100100111000111000110101100011001110011001010100111000111001100100111001011000110110010110011000110110010110010101100110010101100101100011110001010110011000111001110001010101100110011001101001100101100110011001100110100110100110011001100110011100010110011001110001100110011001101010101001100110011100011001110001100110011100011001101011000110011001110001101011000101100111001100010110011100101010011010110001100111000111000110101010101010101001110010101001110001110001101010110
88,88,0,1,0011100011010101100011100011011001001110001110010101010100111001100100111000110110001110011000110011100110010110001011100011100110011000110011100101100011011001010101011000111001001110011000111000111001100011010101011001010101100011011001001110011000110110010011100110001110001101100101010101010110001110011000110011100110001110010101001110011000111000110110010011100101010101010110001101010110001101100100111001010101001110010101010101010101010011100101011000110011100100111001100011001101010110010011100011010101010101010101010011100011011000110011011001001110001101001110010100110100111001010011010100111000110011100011011000110011001110001101011000101100110011100110001100101100110101011000110010110101010011010100110100110101001101001100111000101011010011100100110001111000110100110100110100110010110011010100110011001110000111001101001101001100110011001100110010110011001101001100110011001011001011001100110011001100110001111000011100110011001011001100011100110100110010110001110011000111010011001100011100101100101011
89,89,0,1,0001110011001100110001101100011100110011000110110001110011001100011100100111001100011011001010101100011100011100110010100110110001110010110001100111001100101010011011000111001010011100101001110010101001110001110010100111000110110001101011000110011100011100101010011011000110100111001010011100011011000110011010101100011010100111001001101010101010011100011010100111000111000110011100011010101100011001100111001010011100100111000110011001110011000110011100011010011100101001110001110001100110101010110001101100011001110001101100011100011010110001100111000111001100011001110001110010101010101010011100110001101011000111000111001001110011001010100111001010110010100111001100110001101100011100110010101100011101001011000111001100101011001010110011001011001010110011001100110010101100110010110011001101001100110001110110001001111000110011001100110100110100110011010011010011001101010101001100110011100011001101010101001110001100110110001100111000110110001101100011001110010011100110001110001100111001100110010011010110001110011001
90,90,0,1,1000111000111001100110011000111001100110010101100110010110011001100110011001100110011001101001100110011100010101101001110001100110011100011010011100011001101100011010101010011100011100101010100111000111001100011100110001101010110011001011001010110001110011100010011101001100110011001100101100110101001100111000101011001110010011100010110011011000111000110110001100111001010101011000111000111001100101010110001110100110011000111001100110011001100110011001101001100110100110101001100111000110011100011001110001110011000101101100011100101100011100110010101010101100110011001100101011001100110100110011001101001101001101001110001100110011100101010011100011011001001110010101001110100110010101010110011000111010100110011001011001100110011010110001011001100111000110110001100111001001110011000110101010110010110010011101001100110010101100110011001100110100110101001100110101001101100011001101011000111000111001100011010101100101100101100101100110011000111100011001100110011100010110011100011100011010011100100111000111001100100111
91,91,0,1,0011001010101100110010110011001100110011100010110011001101010101010011100011010011100110001110001110010110010101010110011010011001011001100101101010011100010110011100011100011001110001110011000111000111001100011100110011001100110011001011001100110101010011100010110011100100111001010110001100111001100011101010010101100100111100100110010110011001110001100111000110011100100111000111001010101100011100110010101011001100110011010011001100101101001110010011100001111001100011011000111000111001100011101001100011101001100110011001100110100111000110011001110010011100011100011100011100110011000110110011001100011110001100110011001100110110001100110101010100111001100011001110011001011000111001100110011001100101100110100110100110101001101010100111001010011100011100101011000111001100110001110100110011010011001100110011010100110110001100111000110110001101100110001101100101100011110001100011100110011010100110011100011001100110011100110010100110011100110011000110101100101100110011001010110100110100110011001110001100110011100100
92,92,0,1,1110010011011001001110010110001110010110011001011001011001100110100110011010011001110001100111000110100111001010101010101010110001110011001100101011000111010100110011001101001100110011010011100100110011011000110011100110001110001101100101010110011000111001100110011001100011110001100110011001100111000110011011000101101010101010101010101010101100011011001010101100011110000111001100101011001100110100110011001100110011010110000111011000110011010110001100111001100011001110010101011000111001100101100011011001100110011001010110011001100110101001100101100110101001110001011001101100011010101001110001101011000110101011000111001001110100110001101011001011001100101100110001110011100010110010101101001110001010110011100011100001110110001100111000111000110011100011011000111001010101010101010101100011100110010110001101100110011001010110011001011001100011110001101001011001100110011001110001011001110001100110011010110001100110011100100111000111000110011100011100101010101010110001101010110010110001101100110001110011001010110010
93,93,0,1,1100011100111000011011001100110010110011001100110011001100110011010011001101001100110011010011100011001100101101100011001110001100110101011000101100110110001110001101011000110011010110001110010101001110010011100101010110001101011000111001100011100101100011100101010110010110001110011001100101010110001110011100001101011001100101100110010110011001011001011001100110010110011010011001100011101010011001101001100110001111000110011001101001100110011001101010011001100110011100011001100101100111000111000011101010100110100110101001100110110001011001100111001001101010011001110001100110011011000110100110101010011100010110100111000111000110011001110010100110101001101010110001011001110001110001101001110001110001011010101001110010011100011001101010011100110001011001110001110001100111001010011010100111001001101010011100011010100111000110110001100110100111001100010110011100100111000110011100011001110010011100011001100111001100011000111100110010011010011010100110110001100110011011000110110001011001101011000110011001110001101010
94,94,0,1,0110100111000110011010011100010110011100100110011100011001011001110001110001011001100110101010011010011100001110101001101010011010011001100110101001100110011001110001011001100110011010011010011001101001100101100110011001110001001111000110011001011001100110011001100110001111000110011001100011100110011010011001100011100110011001100101100110001110100110010110001110100110010101011001100011100110011001010110001110011001011000111001010110011000111001011000111001011000111001010101100101001110011001010011100110001100111001100110001101001110011000110101011000110101011000110101010110001101100011001101100101010011100011010101010011100011100011010101001101010101001110001110001100110011011000111000110011011000101100111000110101001110001100110011100011001101010011010100111000110010110011100011010011010100110011100001111000110011011000011101001110001100110011001110001100101100110100111000110011001100110011001101010100110011010011001100110011100010101101001101010011001101001100110011001101010011010011001100110100110011010100
95,95,0,1,1100110011010011010100110011001100110110000111100011001100110011010110001010110011100011010011001110001011001101010011100011001110001011001101100011001101001110001101010100110011100100110101001110001101010011100100110101001110010011100011100011011000110011100100111001100100110101010110001101011001010101010110001110001110100101010101011000111001100101011000111001100101100100111100010101010110011001100011101001100110011001100101100011101100010101100110100110011001100110100110011100010110010110011100011100011001011001110001110001100110011100011100011001110010011010110001100111001001110011000110011100110010011011001010100111010011001010011100101100110001110011001100110001110011001100110010110011001100110011001100110011100001111000101100110011100011001110001100110100111000110101001101100011011000110011100101010101100011010110010101010110010011101001100011100110010101100110010110011001011001100111000011101001101001101001101001101001100111001001101010011100011010011100101010101001110011000111001010011101001100011100
96,96,0,1,0111010011001100110010101100110011001100110011010101001100110011010011011000110011010101010101001110010100111001010101010110001110011001010101100101100110001110101001100110011001100110011001101010011100010110011100100111000110101010101001110010110001110010011101001100011100110010101100110011001100110011010011001100110110000111100011010101001110010011100011010101011000111001100011100110001110011001100110010110011001100101101001110001011001110001100110101010101010011100101010100111001100011100101100101011000111100010110010110011001100110101001100111000110011010100111001001110010011011001001110100101011000111001011001100110011010011001011001100110101010011100011001101011000110011100101010110001110011000111001100110010110001111000101100110100111000011101100011001110001110001101010101011000111000111100001101011001100110010110011001100110101001100111000101100111000111000111000110110010011100101100011101001100011100110011010011001100110011001110001100111000110011010110001110011000110011100110011000111010011001100011
97,97,0,1,1001110001100110011001101001110001110001100111001001110010101011000111001100110001110011001100110100110011001100110100111000110101010011100011011000110101011001100011100110011001011000111010011100010110011001100111000111000110011100011011000110110011000110110010101100110011001100011101010100110100110011010011010101010101001110001110001110010110001110011001011000111010011010011010010110011001110001100110101010101010011100101010101010101100101010110011001010110011001101001100110011010011001110010011001110001101010110001101100101010101011001011001100011101010011001100110010110011011000110011001110001110001101100011001110011001011000111000111001101001100101100110010110011001101010100110101001100111001001110001100111001011000110110010110001110011001100100111100011000111100011001011001101010100110110001011001101011000111000111001010101001110011001001110100110010101011001100110010110011001110001010110011100011001101010100111000110011100011010110010011100101010101100011100110010101100011101010011001010101100110100111
98,98,0,1,0000111010100110011010100111000110011010101001110010101001110001110001110010101100011100101100011100110011001100011100110101001100011100110100111000101011001110001101001110001011001110001110001101010101010101001110011000111000111000111001101000111001011000111001100110011001100101100101100110100110011100001110011100011010011001101010100110101001110001110001100110101011001001110001110010101010101010110010101001111000100111001011001011001100011100111000011100110011001011001101001101001100110011001101001101010011010011001110001101001101010011100011001110010100110101100011001110010101010101010110001101010110001110011001010101011000110110011001010110001111000011011001100101100110001110100110011010011000111001100111000011110000111010011100001111000110001111001001101010011001100110100111000110011010101001100111000110101010011011000101100111001100011001101100011001110011000110011100011100101001110010101010011100101011000110110001110001110010101100100111001100011100101011000111001010101100110001110011000111001100100111
99,99,0,1,0100110011000110110010110011001001111000100111001101001100100111010011000111100010101011001011001100110011001100101011001100110011001011001100110010110011001101001100101100101100110011001100111000011100101100111000011101001100110100110011001100011110001100110010110011010011010011001011001100110100110011001100110011001100111000011100110011100010011110001100110011001100110011001100110011001101001100110011010011000111100011000111100011001100110011001011001101001100110100110001110101001100110011001100110010110011001110000111001100110010110011100001110011001100110011001100101100110010110011001100110011001100011100111000011100110011001011001100101100011110001100011100110011001011000111100010101011001011001010110011001100101100011100110011000111001100110010110001110010110010110001110011001100101010101011001010110010011110000110011101001100011100011100110001110010101011000111001100011001110100110001101010101100011010110010100111001100011001110011000110101010101010101010101010100111001010101010011010110001100111001010
100,100,0,1,1001101010101001110001110001100111000110100111000110101001110001100111000110011011000110011001110001100111000110011010011100011001101001100111000110011010011010100110011010100110011100010110010110011100100110011001101001100110011100001110100111000101100110011001100110011010100110011001100110011001100110011001101001100110011001100101100110011010011010010110010110011001100110011001100110011001100101100110011001100110010110011001100110011001100101100110010110011001100110011001100101100110011000111100011001100101011001100110011001100101100110011001110000110101100111000101100101100110010110100110011010011000111100011001011001100110011010011001100110101001100011110001100101100111000110011001100110011100010110011001110001100110100110011011000101100110011100011100011001100110101010101001100111001010011001110001110001100111000110110001101010100111001011000101101011000111001010101010101010110001101011000111001100101010101010110001110011001010110001110011001100100111001100110011001100011100110011001011001100011110001100
