Sample in Buffer,Sample in Window,TRIGGER,MyRtl_i/filter_sg_0_audio_ce,MyRtl_i/filter_sg_0_audio_out[19:0]
1262,1262,0,1,110
1263,1263,0,1,118
1264,1264,0,1,116
1265,1265,0,1,120
1266,1266,0,1,126
1267,1267,0,1,129
1268,1268,0,1,133
1269,1269,0,1,128
1270,1270,0,1,131
1271,1271,0,1,138
1272,1272,0,1,135
1273,1273,0,1,133
1274,1274,0,1,133
1275,1275,0,1,122
1276,1276,0,1,121
1277,1277,0,1,112
1278,1278,0,1,98
1279,1279,0,1,92
1280,1280,0,1,81
1281,1281,0,1,68
1282,1282,0,1,55
1283,1283,0,1,43
1284,1284,0,1,31
1285,1285,0,1,18
1286,1286,0,1,5
1287,1287,0,1,-6
1288,1288,0,1,-24
1289,1289,0,1,-37
1290,1290,0,1,-51
1291,1291,0,1,-63
1292,1292,0,1,-76
1293,1293,0,1,-89
1294,1294,0,1,-98
1295,1295,0,1,-107
1296,1296,0,1,-113
1297,1297,0,1,-112
1298,1298,0,1,-120
1299,1299,0,1,-125
1300,1300,0,1,-124
1301,1301,0,1,-128
1302,1302,0,1,-131
1303,1303,0,1,-134
1304,1304,0,1,-137
1305,1305,0,1,-143
1306,1306,0,1,-138
1307,1307,0,1,-141
1308,1308,0,1,-138
1309,1309,0,1,-136
1310,1310,0,1,-133
1311,1311,0,1,-127
1312,1312,0,1,-122
1313,1313,0,1,-118
1314,1314,0,1,-107
1315,1315,0,1,-103
1316,1316,0,1,-88
1317,1317,0,1,-79
1318,1318,0,1,-70
1319,1319,0,1,-62
1320,1320,0,1,-59
1321,1321,0,1,-49
1322,1322,0,1,-43
1323,1323,0,1,-34
1324,1324,0,1,-27
1325,1325,0,1,-13
1326,1326,0,1,-8
1327,1327,0,1,3
1328,1328,0,1,8
1329,1329,0,1,15
1330,1330,0,1,24
1331,1331,0,1,27
1332,1332,0,1,33
1333,1333,0,1,37
1334,1334,0,1,38
1335,1335,0,1,47
1336,1336,0,1,51
1337,1337,0,1,54
1338,1338,0,1,56
1339,1339,0,1,54
1340,1340,0,1,57
1341,1341,0,1,57
1342,1342,0,1,58
1343,1343,0,1,57
1344,1344,0,1,63
1345,1345,0,1,64
1346,1346,0,1,70
1347,1347,0,1,77
1348,1348,0,1,87
1349,1349,0,1,91
1350,1350,0,1,97
1351,1351,0,1,106
1352,1352,0,1,114
1353,1353,0,1,113
1354,1354,0,1,117
1355,1355,0,1,126
1356,1356,0,1,122
1357,1357,0,1,126
1358,1358,0,1,127
1359,1359,0,1,129
1360,1360,0,1,131
1361,1361,0,1,131
1362,1362,0,1,132
1363,1363,0,1,126
1364,1364,0,1,116
1365,1365,0,1,111
1366,1366,0,1,100
1367,1367,0,1,91
1368,1368,0,1,80
1369,1369,0,1,71
1370,1370,0,1,65
1371,1371,0,1,44
1372,1372,0,1,37
1373,1373,0,1,22
1374,1374,0,1,7
1375,1375,0,1,0
1376,1376,0,1,-14
1377,1377,0,1,-31
1378,1378,0,1,-45
1379,1379,0,1,-55
1380,1380,0,1,-69
1381,1381,0,1,-84
1382,1382,0,1,-90
1383,1383,0,1,-102
1384,1384,0,1,-109
1385,1385,0,1,-116
1386,1386,0,1,-122
1387,1387,0,1,-125
1388,1388,0,1,-131
1389,1389,0,1,-130
1390,1390,0,1,-136
1391,1391,0,1,-139
1392,1392,0,1,-141
1393,1393,0,1,-141
1394,1394,0,1,-143
1395,1395,0,1,-146
1396,1396,0,1,-142
1397,1397,0,1,-148
1398,1398,0,1,-140
1399,1399,0,1,-134
1400,1400,0,1,-135
1401,1401,0,1,-127
1402,1402,0,1,-115
1403,1403,0,1,-104
1404,1404,0,1,-96
1405,1405,0,1,-93
1406,1406,0,1,-78
1407,1407,0,1,-69
1408,1408,0,1,-67
1409,1409,0,1,-55
1410,1410,0,1,-44
1411,1411,0,1,-40
1412,1412,0,1,-33
1413,1413,0,1,-23
1414,1414,0,1,-14
1415,1415,0,1,-5
1416,1416,0,1,4
1417,1417,0,1,8
1418,1418,0,1,16
1419,1419,0,1,26
1420,1420,0,1,33
1421,1421,0,1,33
1422,1422,0,1,42
1423,1423,0,1,43
1424,1424,0,1,48
1425,1425,0,1,59
1426,1426,0,1,62
1427,1427,0,1,60
1428,1428,0,1,63
1429,1429,0,1,57
1430,1430,0,1,61
1431,1431,0,1,63
1432,1432,0,1,62
1433,1433,0,1,70
1434,1434,0,1,70
1435,1435,0,1,80
1436,1436,0,1,84
1437,1437,0,1,89
1438,1438,0,1,96
1439,1439,0,1,108
1440,1440,0,1,109
1441,1441,0,1,113
1442,1442,0,1,122
1443,1443,0,1,123
1444,1444,0,1,129
1445,1445,0,1,129
1446,1446,0,1,130
1447,1447,0,1,133
1448,1448,0,1,138
1449,1449,0,1,134
1450,1450,0,1,130
1451,1451,0,1,130
1452,1452,0,1,127
1453,1453,0,1,123
1454,1454,0,1,114
1455,1455,0,1,108
1456,1456,0,1,97
1457,1457,0,1,84
1458,1458,0,1,74
1459,1459,0,1,64
1460,1460,0,1,51
1461,1461,0,1,41
1462,1462,0,1,24
1463,1463,0,1,10
1464,1464,0,1,2
1465,1465,0,1,-17
1466,1466,0,1,-28
1467,1467,0,1,-40
1468,1468,0,1,-55
1469,1469,0,1,-68
1470,1470,0,1,-79
1471,1471,0,1,-90
1472,1472,0,1,-99
1473,1473,0,1,-106
1474,1474,0,1,-113
1475,1475,0,1,-119
1476,1476,0,1,-123
1477,1477,0,1,-129
1478,1478,0,1,-128
1479,1479,0,1,-129
1480,1480,0,1,-129
1481,1481,0,1,-133
1482,1482,0,1,-137
1483,1483,0,1,-144
1484,1484,0,1,-145
1485,1485,0,1,-142
1486,1486,0,1,-144
1487,1487,0,1,-143
1488,1488,0,1,-134
1489,1489,0,1,-128
1490,1490,0,1,-124
1491,1491,0,1,-110
1492,1492,0,1,-102
1493,1493,0,1,-97
1494,1494,0,1,-86
1495,1495,0,1,-79
1496,1496,0,1,-74
1497,1497,0,1,-64
1498,1498,0,1,-57
1499,1499,0,1,-50
1500,1500,0,1,-43
1501,1501,0,1,-34
1502,1502,0,1,-26
1503,1503,0,1,-11
1504,1504,0,1,-1
1505,1505,0,1,1
1506,1506,0,1,11
1507,1507,0,1,21
1508,1508,0,1,22
1509,1509,0,1,29
1510,1510,0,1,36
1511,1511,0,1,39
1512,1512,0,1,42
1513,1513,0,1,49
1514,1514,0,1,53
1515,1515,0,1,57
1516,1516,0,1,57
1517,1517,0,1,53
1518,1518,0,1,53
1519,1519,0,1,57
1520,1520,0,1,60
1521,1521,0,1,64
1522,1522,0,1,68
1523,1523,0,1,69
1524,1524,0,1,72
1525,1525,0,1,81
1526,1526,0,1,91
1527,1527,0,1,93
1528,1528,0,1,101
1529,1529,0,1,103
1530,1530,0,1,105
1531,1531,0,1,110
1532,1532,0,1,117
1533,1533,0,1,118
1534,1534,0,1,124
1535,1535,0,1,125
1536,1536,0,1,126
1537,1537,0,1,128
1538,1538,0,1,132
1539,1539,0,1,128
1540,1540,0,1,125
1541,1541,0,1,123
1542,1542,0,1,112
1543,1543,0,1,105
1544,1544,0,1,100
1545,1545,0,1,89
1546,1546,0,1,78
1547,1547,0,1,69
1548,1548,0,1,54
1549,1549,0,1,44
1550,1550,0,1,30
1551,1551,0,1,15
1552,1552,0,1,2
1553,1553,0,1,-10
1554,1554,0,1,-23
1555,1555,0,1,-32
1556,1556,0,1,-46
1557,1557,0,1,-58
1558,1558,0,1,-76
1559,1559,0,1,-89
1560,1560,0,1,-97
1561,1561,0,1,-106
1562,1562,0,1,-111
1563,1563,0,1,-123
1564,1564,0,1,-127
1565,1565,0,1,-126
1566,1566,0,1,-126
1567,1567,0,1,-132
1568,1568,0,1,-128
1569,1569,0,1,-132
1570,1570,0,1,-137
1571,1571,0,1,-139
1572,1572,0,1,-143
1573,1573,0,1,-146
1574,1574,0,1,-144
1575,1575,0,1,-142
1576,1576,0,1,-143
1577,1577,0,1,-134
1578,1578,0,1,-126
1579,1579,0,1,-118
1580,1580,0,1,-109
1581,1581,0,1,-100
1582,1582,0,1,-94
1583,1583,0,1,-84
1584,1584,0,1,-70
1585,1585,0,1,-63
1586,1586,0,1,-57
1587,1587,0,1,-51
1588,1588,0,1,-43
1589,1589,0,1,-31
1590,1590,0,1,-27
1591,1591,0,1,-18
1592,1592,0,1,-8
1593,1593,0,1,0
1594,1594,0,1,5
1595,1595,0,1,16
1596,1596,0,1,27
1597,1597,0,1,30
1598,1598,0,1,31
1599,1599,0,1,42
1600,1600,0,1,48
1601,1601,0,1,52
1602,1602,0,1,60
1603,1603,0,1,61
1604,1604,0,1,66
1605,1605,0,1,65
1606,1606,0,1,68
1607,1607,0,1,65
1608,1608,0,1,68
1609,1609,0,1,70
1610,1610,0,1,72
1611,1611,0,1,80
1612,1612,0,1,79
1613,1613,0,1,86
1614,1614,0,1,95
1615,1615,0,1,100
1616,1616,0,1,110
1617,1617,0,1,112
1618,1618,0,1,117
1619,1619,0,1,118
1620,1620,0,1,125
1621,1621,0,1,131
1622,1622,0,1,132
1623,1623,0,1,133
1624,1624,0,1,133
1625,1625,0,1,133
1626,1626,0,1,139
1627,1627,0,1,137
1628,1628,0,1,131
1629,1629,0,1,134
1630,1630,0,1,126
1631,1631,0,1,118
1632,1632,0,1,114
1633,1633,0,1,106
1634,1634,0,1,92
1635,1635,0,1,82
1636,1636,0,1,71
1637,1637,0,1,55
1638,1638,0,1,42
1639,1639,0,1,37
1640,1640,0,1,25
1641,1641,0,1,3
1642,1642,0,1,-9
1643,1643,0,1,-25
1644,1644,0,1,-39
1645,1645,0,1,-53
1646,1646,0,1,-65
1647,1647,0,1,-74
1648,1648,0,1,-84
1649,1649,0,1,-91
1650,1650,0,1,-100
1651,1651,0,1,-107
1652,1652,0,1,-119
1653,1653,0,1,-120
1654,1654,0,1,-125
1655,1655,0,1,-132
1656,1656,0,1,-134
1657,1657,0,1,-133
1658,1658,0,1,-135
1659,1659,0,1,-136
1660,1660,0,1,-145
1661,1661,0,1,-141
1662,1662,0,1,-146
1663,1663,0,1,-147
1664,1664,0,1,-142
1665,1665,0,1,-141
1666,1666,0,1,-140
1667,1667,0,1,-132
1668,1668,0,1,-119
1669,1669,0,1,-118
1670,1670,0,1,-106
1671,1671,0,1,-95
1672,1672,0,1,-87
1673,1673,0,1,-81
1674,1674,0,1,-71
1675,1675,0,1,-64
1676,1676,0,1,-57
1677,1677,0,1,-52
1678,1678,0,1,-41
1679,1679,0,1,-32
1680,1680,0,1,-25
1681,1681,0,1,-13
1682,1682,0,1,-1
1683,1683,0,1,4
1684,1684,0,1,14
1685,1685,0,1,17
1686,1686,0,1,25
1687,1687,0,1,28
1688,1688,0,1,33
1689,1689,0,1,43
1690,1690,0,1,44
1691,1691,0,1,49
1692,1692,0,1,51
1693,1693,0,1,56
1694,1694,0,1,58
1695,1695,0,1,55
1696,1696,0,1,56
1697,1697,0,1,58
1698,1698,0,1,62
1699,1699,0,1,64
1700,1700,0,1,70
1701,1701,0,1,73
1702,1702,0,1,78
1703,1703,0,1,84
1704,1704,0,1,94
1705,1705,0,1,96
1706,1706,0,1,100
1707,1707,0,1,112
1708,1708,0,1,109
1709,1709,0,1,118
1710,1710,0,1,122
1711,1711,0,1,120
1712,1712,0,1,119
1713,1713,0,1,123
1714,1714,0,1,129
1715,1715,0,1,127
1716,1716,0,1,126
1717,1717,0,1,124
1718,1718,0,1,124
1719,1719,0,1,113
1720,1720,0,1,109
1721,1721,0,1,101
1722,1722,0,1,92
1723,1723,0,1,86
1724,1724,0,1,72
1725,1725,0,1,64
1726,1726,0,1,52
1727,1727,0,1,38
1728,1728,0,1,20
1729,1729,0,1,15
1730,1730,0,1,-1
1731,1731,0,1,-13
1732,1732,0,1,-33
1733,1733,0,1,-40
1734,1734,0,1,-55
1735,1735,0,1,-71
1736,1736,0,1,-80
1737,1737,0,1,-87
1738,1738,0,1,-99
1739,1739,0,1,-107
1740,1740,0,1,-113
1741,1741,0,1,-120
1742,1742,0,1,-122
1743,1743,0,1,-123
1744,1744,0,1,-130
1745,1745,0,1,-135
1746,1746,0,1,-134
1747,1747,0,1,-141
1748,1748,0,1,-141
1749,1749,0,1,-140
1750,1750,0,1,-140
1751,1751,0,1,-147
1752,1752,0,1,-144
1753,1753,0,1,-139
1754,1754,0,1,-142
1755,1755,0,1,-137
1756,1756,0,1,-125
1757,1757,0,1,-114
1758,1758,0,1,-108
1759,1759,0,1,-99
1760,1760,0,1,-89
1761,1761,0,1,-81
1762,1762,0,1,-76
1763,1763,0,1,-64
1764,1764,0,1,-54
1765,1765,0,1,-50
1766,1766,0,1,-41
1767,1767,0,1,-35
1768,1768,0,1,-25
1769,1769,0,1,-14
1770,1770,0,1,-6
1771,1771,0,1,0
1772,1772,0,1,12
1773,1773,0,1,23
1774,1774,0,1,26
1775,1775,0,1,29
1776,1776,0,1,37
1777,1777,0,1,45
1778,1778,0,1,48
1779,1779,0,1,54
1780,1780,0,1,58
1781,1781,0,1,58
1782,1782,0,1,63
1783,1783,0,1,66
1784,1784,0,1,64
1785,1785,0,1,68
1786,1786,0,1,69
1787,1787,0,1,69
1788,1788,0,1,71
1789,1789,0,1,79
1790,1790,0,1,87
1791,1791,0,1,87
1792,1792,0,1,100
1793,1793,0,1,101
1794,1794,0,1,105
1795,1795,0,1,113
1796,1796,0,1,115
1797,1797,0,1,120
1798,1798,0,1,124
1799,1799,0,1,128
1800,1800,0,1,130
1801,1801,0,1,132
1802,1802,0,1,132
1803,1803,0,1,133
1804,1804,0,1,133
1805,1805,0,1,132
1806,1806,0,1,127
1807,1807,0,1,125
1808,1808,0,1,117
1809,1809,0,1,115
1810,1810,0,1,103
1811,1811,0,1,94
1812,1812,0,1,85
1813,1813,0,1,77
1814,1814,0,1,65
1815,1815,0,1,47
1816,1816,0,1,34
1817,1817,0,1,25
1818,1818,0,1,7
1819,1819,0,1,-8
1820,1820,0,1,-18
1821,1821,0,1,-33
1822,1822,0,1,-43
1823,1823,0,1,-58
1824,1824,0,1,-68
1825,1825,0,1,-77
1826,1826,0,1,-91
1827,1827,0,1,-98
1828,1828,0,1,-104
1829,1829,0,1,-115
1830,1830,0,1,-118
1831,1831,0,1,-123
1832,1832,0,1,-128
1833,1833,0,1,-122
1834,1834,0,1,-130
1835,1835,0,1,-132
1836,1836,0,1,-139
1837,1837,0,1,-142
1838,1838,0,1,-142
1839,1839,0,1,-146
1840,1840,0,1,-148
1841,1841,0,1,-145
1842,1842,0,1,-143
1843,1843,0,1,-141
1844,1844,0,1,-132
1845,1845,0,1,-126
1846,1846,0,1,-117
1847,1847,0,1,-110
1848,1848,0,1,-97
1849,1849,0,1,-91
1850,1850,0,1,-81
1851,1851,0,1,-77
1852,1852,0,1,-67
1853,1853,0,1,-63
1854,1854,0,1,-55
1855,1855,0,1,-44
1856,1856,0,1,-42
1857,1857,0,1,-29
1858,1858,0,1,-16
1859,1859,0,1,-11
1860,1860,0,1,-6
1861,1861,0,1,5
1862,1862,0,1,10
1863,1863,0,1,19
1864,1864,0,1,27
1865,1865,0,1,30
1866,1866,0,1,37
1867,1867,0,1,36
1868,1868,0,1,45
1869,1869,0,1,51
1870,1870,0,1,50
1871,1871,0,1,51
1872,1872,0,1,54
1873,1873,0,1,58
1874,1874,0,1,59
1875,1875,0,1,62
1876,1876,0,1,68
1877,1877,0,1,71
1878,1878,0,1,75
1879,1879,0,1,79
1880,1880,0,1,89
1881,1881,0,1,95
1882,1882,0,1,99
1883,1883,0,1,104
1884,1884,0,1,113
1885,1885,0,1,116
1886,1886,0,1,118
1887,1887,0,1,123
1888,1888,0,1,126
1889,1889,0,1,131
1890,1890,0,1,126
1891,1891,0,1,127
1892,1892,0,1,135
1893,1893,0,1,131
1894,1894,0,1,127
1895,1895,0,1,128
1896,1896,0,1,120
1897,1897,0,1,114
1898,1898,0,1,110
1899,1899,0,1,99
1900,1900,0,1,96
1901,1901,0,1,79
1902,1902,0,1,73
1903,1903,0,1,62
1904,1904,0,1,51
1905,1905,0,1,36
1906,1906,0,1,23
1907,1907,0,1,10
1908,1908,0,1,-3
1909,1909,0,1,-14
1910,1910,0,1,-28
1911,1911,0,1,-43
1912,1912,0,1,-59
1913,1913,0,1,-64
1914,1914,0,1,-74
1915,1915,0,1,-91
1916,1916,0,1,-96
1917,1917,0,1,-106
1918,1918,0,1,-108
1919,1919,0,1,-116
1920,1920,0,1,-118
1921,1921,0,1,-125
1922,1922,0,1,-124
1923,1923,0,1,-126
1924,1924,0,1,-128
1925,1925,0,1,-135
1926,1926,0,1,-139
1927,1927,0,1,-141
1928,1928,0,1,-138
1929,1929,0,1,-142
1930,1930,0,1,-141
1931,1931,0,1,-136
1932,1932,0,1,-134
1933,1933,0,1,-125
1934,1934,0,1,-118
1935,1935,0,1,-111
1936,1936,0,1,-100
1937,1937,0,1,-90
1938,1938,0,1,-79
1939,1939,0,1,-75
1940,1940,0,1,-69
1941,1941,0,1,-62
1942,1942,0,1,-51
1943,1943,0,1,-45
1944,1944,0,1,-36
1945,1945,0,1,-29
1946,1946,0,1,-20
1947,1947,0,1,-6
1948,1948,0,1,1
1949,1949,0,1,7
1950,1950,0,1,16
1951,1951,0,1,20
1952,1952,0,1,30
1953,1953,0,1,32
1954,1954,0,1,39
1955,1955,0,1,44
1956,1956,0,1,50
1957,1957,0,1,54
1958,1958,0,1,61
1959,1959,0,1,62
1960,1960,0,1,60
1961,1961,0,1,66
1962,1962,0,1,63
1963,1963,0,1,62
1964,1964,0,1,69
1965,1965,0,1,69
1966,1966,0,1,73
1967,1967,0,1,77
1968,1968,0,1,79
1969,1969,0,1,86
1970,1970,0,1,96
1971,1971,0,1,102
1972,1972,0,1,108
1973,1973,0,1,112
1974,1974,0,1,120
1975,1975,0,1,121
1976,1976,0,1,125
1977,1977,0,1,131
1978,1978,0,1,133
1979,1979,0,1,130
1980,1980,0,1,130
1981,1981,0,1,129
1982,1982,0,1,133
1983,1983,0,1,134
1984,1984,0,1,126
1985,1985,0,1,118
1986,1986,0,1,114
1987,1987,0,1,105
1988,1988,0,1,98
1989,1989,0,1,90
1990,1990,0,1,82
1991,1991,0,1,68
1992,1992,0,1,51
1993,1993,0,1,45
1994,1994,0,1,26
1995,1995,0,1,15
1996,1996,0,1,1
1997,1997,0,1,-12
1998,1998,0,1,-26
1999,1999,0,1,-37
2000,2000,0,1,-51
2001,2001,0,1,-68
2002,2002,0,1,-74
2003,2003,0,1,-85
2004,2004,0,1,-98
2005,2005,0,1,-106
2006,2006,0,1,-116
2007,2007,0,1,-120
2008,2008,0,1,-125
2009,2009,0,1,-127
2010,2010,0,1,-126
2011,2011,0,1,-134
2012,2012,0,1,-133
2013,2013,0,1,-138
2014,2014,0,1,-135
2015,2015,0,1,-142
2016,2016,0,1,-145
2017,2017,0,1,-147
2018,2018,0,1,-148
2019,2019,0,1,-149
2020,2020,0,1,-143
2021,2021,0,1,-141
2022,2022,0,1,-131
2023,2023,0,1,-124
2024,2024,0,1,-113
2025,2025,0,1,-107
2026,2026,0,1,-102
2027,2027,0,1,-90
2028,2028,0,1,-83
2029,2029,0,1,-74
2030,2030,0,1,-71
2031,2031,0,1,-63
2032,2032,0,1,-52
2033,2033,0,1,-47
2034,2034,0,1,-35
2035,2035,0,1,-23
2036,2036,0,1,-15
2037,2037,0,1,-10
2038,2038,0,1,1
2039,2039,0,1,11
2040,2040,0,1,19
2041,2041,0,1,24
2042,2042,0,1,26
2043,2043,0,1,32
2044,2044,0,1,38
2045,2045,0,1,44
2046,2046,0,1,50
2047,2047,0,1,54
2048,2048,0,1,54
2049,2049,0,1,55
2050,2050,0,1,56
2051,2051,0,1,54
2052,2052,0,1,56
2053,2053,0,1,62
2054,2054,0,1,65
2055,2055,0,1,73
2056,2056,0,1,77
2057,2057,0,1,80
2058,2058,0,1,85
2059,2059,0,1,98
2060,2060,0,1,97
2061,2061,0,1,106
2062,2062,0,1,110
2063,2063,0,1,111
2064,2064,0,1,118
2065,2065,0,1,119
2066,2066,0,1,124
2067,2067,0,1,128
2068,2068,0,1,128
2069,2069,0,1,127
2070,2070,0,1,130
2071,2071,0,1,132
2072,2072,0,1,133
2073,2073,0,1,128
2074,2074,0,1,123
2075,2075,0,1,114
2076,2076,0,1,102
2077,2077,0,1,96
2078,2078,0,1,85
2079,2079,0,1,81
2080,2080,0,1,67
2081,2081,0,1,54
2082,2082,0,1,38
2083,2083,0,1,31
2084,2084,0,1,18
2085,2085,0,1,2
2086,2086,0,1,-16
2087,2087,0,1,-22
2088,2088,0,1,-40
2089,2089,0,1,-50
2090,2090,0,1,-60
2091,2091,0,1,-74
2092,2092,0,1,-81
2093,2093,0,1,-93
2094,2094,0,1,-98
2095,2095,0,1,-108
2096,2096,0,1,-113
2097,2097,0,1,-118
2098,2098,0,1,-121
2099,2099,0,1,-124
2100,2100,0,1,-123
2101,2101,0,1,-125
2102,2102,0,1,-130
2103,2103,0,1,-133
2104,2104,0,1,-135
2105,2105,0,1,-137
2106,2106,0,1,-143
2107,2107,0,1,-144
2108,2108,0,1,-139
2109,2109,0,1,-137
2110,2110,0,1,-132
2111,2111,0,1,-126
2112,2112,0,1,-112
2113,2113,0,1,-104
2114,2114,0,1,-96
2115,2115,0,1,-86
2116,2116,0,1,-78
2117,2117,0,1,-71
2118,2118,0,1,-62
2119,2119,0,1,-61
2120,2120,0,1,-48
2121,2121,0,1,-44
2122,2122,0,1,-31
2123,2123,0,1,-23
2124,2124,0,1,-11
2125,2125,0,1,-4
2126,2126,0,1,7
2127,2127,0,1,8
2128,2128,0,1,21
2129,2129,0,1,27
2130,2130,0,1,33
2131,2131,0,1,33
2132,2132,0,1,40
2133,2133,0,1,45
2134,2134,0,1,51
2135,2135,0,1,55
2136,2136,0,1,63
2137,2137,0,1,60
2138,2138,0,1,62
2139,2139,0,1,62
2140,2140,0,1,66
2141,2141,0,1,64
2142,2142,0,1,63
2143,2143,0,1,69
2144,2144,0,1,70
2145,2145,0,1,78
2146,2146,0,1,85
2147,2147,0,1,92
2148,2148,0,1,97
2149,2149,0,1,104
2150,2150,0,1,113
2151,2151,0,1,114
2152,2152,0,1,121
2153,2153,0,1,118
2154,2154,0,1,126
2155,2155,0,1,122
2156,2156,0,1,130
2157,2157,0,1,128
2158,2158,0,1,129
2159,2159,0,1,130
2160,2160,0,1,133
2161,2161,0,1,128
2162,2162,0,1,124
2163,2163,0,1,118
2164,2164,0,1,109
2165,2165,0,1,105
2166,2166,0,1,93
2167,2167,0,1,82
2168,2168,0,1,76
2169,2169,0,1,63
2170,2170,0,1,52
2171,2171,0,1,33
2172,2172,0,1,23
2173,2173,0,1,11
2174,2174,0,1,-1
2175,2175,0,1,-17
2176,2176,0,1,-27
2177,2177,0,1,-43
2178,2178,0,1,-59
2179,2179,0,1,-73
2180,2180,0,1,-84
2181,2181,0,1,-87
2182,2182,0,1,-100
2183,2183,0,1,-112
2184,2184,0,1,-115
2185,2185,0,1,-120
2186,2186,0,1,-122
2187,2187,0,1,-127
2188,2188,0,1,-132
2189,2189,0,1,-135
2190,2190,0,1,-135
2191,2191,0,1,-137
2192,2192,0,1,-143
2193,2193,0,1,-144
2194,2194,0,1,-145
2195,2195,0,1,-146
2196,2196,0,1,-144
2197,2197,0,1,-145
2198,2198,0,1,-143
2199,2199,0,1,-135
2200,2200,0,1,-129
2201,2201,0,1,-124
2202,2202,0,1,-115
2203,2203,0,1,-107
2204,2204,0,1,-96
2205,2205,0,1,-91
2206,2206,0,1,-82
2207,2207,0,1,-70
2208,2208,0,1,-63
2209,2209,0,1,-53
2210,2210,0,1,-48
2211,2211,0,1,-39
2212,2212,0,1,-28
2213,2213,0,1,-25
2214,2214,0,1,-12
2215,2215,0,1,-6
2216,2216,0,1,5
2217,2217,0,1,16
2218,2218,0,1,19
2219,2219,0,1,28
2220,2220,0,1,31
2221,2221,0,1,33
2222,2222,0,1,37
2223,2223,0,1,45
2224,2224,0,1,47
2225,2225,0,1,57
2226,2226,0,1,54
2227,2227,0,1,58
2228,2228,0,1,56
2229,2229,0,1,60
2230,2230,0,1,64
2231,2231,0,1,60
2232,2232,0,1,66
2233,2233,0,1,74
2234,2234,0,1,80
2235,2235,0,1,86
2236,2236,0,1,90
2237,2237,0,1,101
2238,2238,0,1,102
2239,2239,0,1,111
2240,2240,0,1,115
2241,2241,0,1,122
2242,2242,0,1,124
2243,2243,0,1,124
2244,2244,0,1,130
2245,2245,0,1,129
2246,2246,0,1,134
2247,2247,0,1,136
2248,2248,0,1,136
2249,2249,0,1,137
2250,2250,0,1,133
2251,2251,0,1,129
2252,2252,0,1,126
2253,2253,0,1,117
2254,2254,0,1,106
2255,2255,0,1,96
2256,2256,0,1,89
2257,2257,0,1,81
2258,2258,0,1,62
2259,2259,0,1,57
2260,2260,0,1,45
2261,2261,0,1,30
2262,2262,0,1,19
2263,2263,0,1,5
2264,2264,0,1,-16
2265,2265,0,1,-26
2266,2266,0,1,-40
2267,2267,0,1,-47
2268,2268,0,1,-65
2269,2269,0,1,-77
2270,2270,0,1,-86
2271,2271,0,1,-94
2272,2272,0,1,-99
2273,2273,0,1,-105
2274,2274,0,1,-113
2275,2275,0,1,-117
2276,2276,0,1,-121
2277,2277,0,1,-124
2278,2278,0,1,-123
2279,2279,0,1,-124
2280,2280,0,1,-130
2281,2281,0,1,-136
2282,2282,0,1,-135
2283,2283,0,1,-141
2284,2284,0,1,-135
2285,2285,0,1,-137
2286,2286,0,1,-137
2287,2287,0,1,-130
2288,2288,0,1,-125
2289,2289,0,1,-119
2290,2290,0,1,-111
2291,2291,0,1,-105
2292,2292,0,1,-93
2293,2293,0,1,-86
2294,2294,0,1,-80
2295,2295,0,1,-73
2296,2296,0,1,-64
2297,2297,0,1,-56
2298,2298,0,1,-43
2299,2299,0,1,-41
2300,2300,0,1,-30
2301,2301,0,1,-17
2302,2302,0,1,-8
2303,2303,0,1,-5
2304,2304,0,1,2
2305,2305,0,1,13
2306,2306,0,1,16
2307,2307,0,1,22
2308,2308,0,1,34
2309,2309,0,1,38
2310,2310,0,1,43
2311,2311,0,1,48
2312,2312,0,1,50
2313,2313,0,1,55
2314,2314,0,1,63
2315,2315,0,1,58
2316,2316,0,1,61
2317,2317,0,1,63
2318,2318,0,1,62
2319,2319,0,1,60
2320,2320,0,1,60
2321,2321,0,1,67
2322,2322,0,1,70
2323,2323,0,1,76
2324,2324,0,1,80
2325,2325,0,1,92
2326,2326,0,1,98
2327,2327,0,1,101
2328,2328,0,1,107
2329,2329,0,1,112
2330,2330,0,1,111
2331,2331,0,1,120
2332,2332,0,1,123
2333,2333,0,1,119
2334,2334,0,1,125
2335,2335,0,1,122
2336,2336,0,1,130
2337,2337,0,1,131
2338,2338,0,1,122
2339,2339,0,1,117
2340,2340,0,1,117
2341,2341,0,1,109
2342,2342,0,1,104
2343,2343,0,1,98
2344,2344,0,1,87
2345,2345,0,1,79
2346,2346,0,1,65
2347,2347,0,1,53
2348,2348,0,1,44
2349,2349,0,1,28
2350,2350,0,1,19
2351,2351,0,1,3
2352,2352,0,1,-11
2353,2353,0,1,-25
2354,2354,0,1,-38
2355,2355,0,1,-53
2356,2356,0,1,-63
2357,2357,0,1,-72
2358,2358,0,1,-88
2359,2359,0,1,-98
2360,2360,0,1,-104
2361,2361,0,1,-110
2362,2362,0,1,-116
2363,2363,0,1,-121
2364,2364,0,1,-126
2365,2365,0,1,-125
2366,2366,0,1,-129
2367,2367,0,1,-133
2368,2368,0,1,-137
2369,2369,0,1,-143
2370,2370,0,1,-146
2371,2371,0,1,-148
2372,2372,0,1,-143
2373,2373,0,1,-146
2374,2374,0,1,-148
2375,2375,0,1,-142
2376,2376,0,1,-135
2377,2377,0,1,-131
2378,2378,0,1,-123
